index	L1	L2	L3	L4	KO	Function	EC	Count
1038	06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K01915	glnA, GLUL; glutamine synthetase	6.3.1.2	1
1444	06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K01915	glnA, GLUL; glutamine synthetase	6.3.1.2	1
2984	11_Nitrogen cycle	Ammonia assimilation			K01915	glnA, GLUL; glutamine synthetase	6.3.1.2	1
5783	21_Cellular response to stress	Cellular response to stress			K08835	OXSR1, STK39; serine/threonine-protein kinase OSR1/STK39	2.7.11.1	1
6071	21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K08835	OXSR1, STK39; serine/threonine-protein kinase OSR1/STK39	2.7.11.1	1
6378	21_Cellular response to stress	Response to osmotic stress			K08835	OXSR1, STK39; serine/threonine-protein kinase OSR1/STK39	2.7.11.1	1
2196	07_Nucleic acid metabolism	Pyrimidine metabolism			K09903	pyrH; uridylate kinase	2.7.4.22	1
2255	07_Nucleic acid metabolism	Purine metabolism			K01139	spoT; GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase	2.7.6.5 3.1.7.2	3
2993	11_Nitrogen cycle	Ammonia assimilation			K00284	GLU, gltS; glutamate synthase (ferredoxin)	1.4.7.1	3
6148	21_Cellular response to stress	Response to nitrosative stress			K04783	irp5, ybtE; yersiniabactin salicyl-AMP ligase	6.3.2.-	2
1549	06_Amino acid utilization biosynthesis metabolism	Histidine biosynthesis, pRpp => histidine			K01663	HIS7; imidazole glycerol-phosphate synthase	4.3.2.10	15
2662	09_Carbohydrate Active enzyme - CAZy	Glycosyltransferase			K01663	HIS7; imidazole glycerol-phosphate synthase	4.3.2.10	15
2749	09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K01236	treZ, glgZ; maltooligosyltrehalose trehalohydrolase	3.2.1.141	1
4887	20_Hydrolysis of polymers	Starch			K00012	UGDH, ugd; UDPglucose 6-dehydrogenase	1.1.1.22	1
5043	20_Hydrolysis of polymers	Xylose			K00012	UGDH, ugd; UDPglucose 6-dehydrogenase	1.1.1.22	1
1029	06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K01424	E3.5.1.1, ansA, ansB; L-asparaginase	3.5.1.1	1
1689	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K01424	E3.5.1.1, ansA, ansB; L-asparaginase	3.5.1.1	1
1422	06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K01438	argE; acetylornithine deacetylase	3.5.1.16	2
2876	09_Carbohydrate Active enzyme - CAZy	Carbohydrate esterase			K01438	argE; acetylornithine deacetylase	3.5.1.16	2
1041	06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K01948	CPS1; carbamoyl-phosphate synthase (ammonia)	6.3.4.16	1
1447	06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K01948	CPS1; carbamoyl-phosphate synthase (ammonia)	6.3.4.16	1
3048	12_Transporters	ABC transporters, prokaryotic type	Mineral and organic ion transporters	Putative spermidine/putrescine transporter [mD:m00193]	K02053	ABC.SP.P; putative spermidine/putrescine transport system permease protein		2
5351	20_Hydrolysis of polymers	Galactose			K01684	dgoD; galactonate dehydratase	4.2.1.6	1
1124	06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K00129	ALDH3; aldehyde dehydrogenase (NAD(P)+)	1.2.1.5	1
1204	06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00639	kbl, GCAT; glycine C-acetyltransferase	2.3.1.29	3
5542	21_Cellular response to stress	Cellular response to osmotic stress			K14489	AHK2_3_4; arabidopsis histidine kinase 2/3/4 (cytokinin receptor)	2.7.13.3	7
5959	21_Cellular response to stress	Regulation of response to osmotic stress			K14489	AHK2_3_4; arabidopsis histidine kinase 2/3/4 (cytokinin receptor)	2.7.13.3	7
6522	21_Cellular response to stress	Response to osmotic stress			K14489	AHK2_3_4; arabidopsis histidine kinase 2/3/4 (cytokinin receptor)	2.7.13.3	7
5550	21_Cellular response to stress	Cellular response to osmotic stress			K02491	kinA; two-component system, sporulation sensor kinase A	2.7.13.3	7
5967	21_Cellular response to stress	Regulation of response to osmotic stress			K02491	kinA; two-component system, sporulation sensor kinase A	2.7.13.3	7
6530	21_Cellular response to stress	Response to osmotic stress			K02491	kinA; two-component system, sporulation sensor kinase A	2.7.13.3	7
2229	07_Nucleic acid metabolism	Purine metabolism			K00760	hprT, hpt, HPRT1; hypoxanthine phosphoribosyltransferase	2.4.2.8	2
2105	07_Nucleic acid metabolism	Pyrimidine metabolism			K01937	pyrG, CTPS; CTP synthase	6.3.4.2	1
5749	21_Cellular response to stress	Cellular response to stress			K06683	CDC15; cell division control protein CDC15	2.7.11.1	1
6037	21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K06683	CDC15; cell division control protein CDC15	2.7.11.1	1
6344	21_Cellular response to stress	Response to osmotic stress			K06683	CDC15; cell division control protein CDC15	2.7.11.1	1
2298	07_Nucleic acid metabolism	Purine metabolism			K01952	PFAS, purL; phosphoribosylformylglycinamidine synthase	6.3.5.3	1
2202	07_Nucleic acid metabolism	Pyrimidine metabolism			K11751	ushA; 5'-nucleotidase / UDP-sugar diphosphatase	3.1.3.5 3.6.1.45	8
2413	07_Nucleic acid metabolism	Purine metabolism			K11751	ushA; 5'-nucleotidase / UDP-sugar diphosphatase	3.1.3.5 3.6.1.45	8
1315	06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K00766	trpD; anthranilate phosphoribosyltransferase	2.4.2.18	6
1714	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K00766	trpD; anthranilate phosphoribosyltransferase	2.4.2.18	6
3500	12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Trehalose-specific II component [mD:m00270]	K02819	treB, treP; trehalose PTS system EIIBC or EIIBCA component	2.7.1.201	18
3490	12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Sucrose-specific II component [mD:m00269]	K02810	scrA, sacP, sacX, ptsS; sucrose PTS system EIIBCA or EIIBC component	2.7.1.211	27
1358	06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K04093	pheA1; chorismate mutase	5.4.99.5	20
1983	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	PEP		K04093	pheA1; chorismate mutase	5.4.99.5	20
1338	06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K04518	pheA2; prephenate dehydratase	4.2.1.51	19
1368	06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K14170	pheA; chorismate mutase / prephenate dehydratase	5.4.99.5 4.2.1.51	18
3487	12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	D-glucosamine-specific II component [mD:m00282]	K02765	gamP; D-glucosamine PTS system EIICBA component	2.7.1.-	18
1661	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K02523	ispB; octaprenyl-diphosphate synthase	2.5.1.90	7
6145	21_Cellular response to stress	Response to nitrosative stress			K02523	ispB; octaprenyl-diphosphate synthase	2.5.1.90	7
2103	07_Nucleic acid metabolism	Pyrimidine metabolism			K01591	pyrF; orotidine-5'-phosphate decarboxylase	4.1.1.23	4
2946	11_Nitrogen cycle	Nitrogenated compounds Reduction	Denitrification	Nitrate to nitrite	K00372	nasA; assimilatory nitrate reductase catalytic subunit	1.7.99.-	9
2957	11_Nitrogen cycle	Nitrogenated compounds Reduction	Denitrification	Nitrate to nitrite	K00372	nasA; assimilatory nitrate reductase catalytic subunit	1.7.99.-	9
1536	06_Amino acid utilization biosynthesis metabolism	Lysine biosynthesis			K10206	E2.6.1.83; LL-diaminopimelate aminotransferase	2.6.1.83	3
3265	12_Transporters	ABC transporters, prokaryotic type	 metallic cation, iron-siderophore and vitamin b12 transporters	Manganese/iron transporter [mD:m00243]	K09820	ABC.MN.A; manganese/iron transport system ATP-binding protein		2
5779	21_Cellular response to stress	Cellular response to stress			K08831	SRPK2; serine/threonine-protein kinase SRPK2	2.7.11.1	2
6067	21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K08831	SRPK2; serine/threonine-protein kinase SRPK2	2.7.11.1	2
6374	21_Cellular response to stress	Response to osmotic stress			K08831	SRPK2; serine/threonine-protein kinase SRPK2	2.7.11.1	2
97	01_Fermentation	Lysine fermentation to acetate and butyrate			K00625	E2.3.1.8, pta; phosphate acetyltransferase	2.3.1.8	6
217	01_Fermentation	Pyruvate fermentation to butanol			K00625	E2.3.1.8, pta; phosphate acetyltransferase	2.3.1.8	6
252	01_Fermentation	Acetyl-coA fermentation to butyrate II (clostridium)			K00625	E2.3.1.8, pta; phosphate acetyltransferase	2.3.1.8	6
362	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetone		K00625	E2.3.1.8, pta; phosphate acetyltransferase	2.3.1.8	6
384	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to butanoate		K00625	E2.3.1.8, pta; phosphate acetyltransferase	2.3.1.8	6
503	01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation		K00625	E2.3.1.8, pta; phosphate acetyltransferase	2.3.1.8	6
606	01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic fermentation		K00625	E2.3.1.8, pta; phosphate acetyltransferase	2.3.1.8	6
619	01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum solventogenic fermentation		K00625	E2.3.1.8, pta; phosphate acetyltransferase	2.3.1.8	6
3589	14_Methanogenesis	From acetate			K00625	E2.3.1.8, pta; phosphate acetyltransferase	2.3.1.8	6
3930	18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfoacetaldehyde degradation		K00625	E2.3.1.8, pta; phosphate acetyltransferase	2.3.1.8	6
3935	18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfolactate degradation		K00625	E2.3.1.8, pta; phosphate acetyltransferase	2.3.1.8	6
259	01_Fermentation	Acetoin biosynthesis	(R)-acetoin biosynthesis I		K00615	E2.2.1.1, tktA, tktB; transketolase	2.2.1.1	3
263	01_Fermentation	Acetoin biosynthesis	(s)-acetoin biosynthesis		K00615	E2.2.1.1, tktA, tktB; transketolase	2.2.1.1	3
273	01_Fermentation	Acetoin biosynthesis	Meso-butanediol biosynthesis II		K00615	E2.2.1.1, tktA, tktB; transketolase	2.2.1.1	3
279	01_Fermentation	Acetoin biosynthesis	Superpathway of (R,R)-butanediol biosynthesis		K00615	E2.2.1.1, tktA, tktB; transketolase	2.2.1.1	3
2091	07_Nucleic acid metabolism	Pyrimidine metabolism			K01431	UPB1, pydC; beta-ureidopropionase	3.5.1.6	1
1015	06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K00764	purF, PPAT; amidophosphoribosyltransferase	2.4.2.14	1
2230	07_Nucleic acid metabolism	Purine metabolism			K00764	purF, PPAT; amidophosphoribosyltransferase	2.4.2.14	1
5482	21_Cellular response to stress	Cellular response to osmotic stress			K07655	prrB; two-component system, OmpR family, sensor histidine kinase PrrB	2.7.13.3	2
5899	21_Cellular response to stress	Regulation of response to osmotic stress			K07655	prrB; two-component system, OmpR family, sensor histidine kinase PrrB	2.7.13.3	2
6462	21_Cellular response to stress	Response to osmotic stress			K07655	prrB; two-component system, OmpR family, sensor histidine kinase PrrB	2.7.13.3	2
3228	12_Transporters	ABC transporters, prokaryotic type	PEPtide and nickel transporters	PEPtides/nickel transporter [mD:m00239]	K02035	ABC.PE.S; peptide/nickel transport system substrate-binding protein		2
5371	21_Cellular response to stress	Cellular response to cation stress			K04468	NLK; nemo like kinase	2.7.11.24	3
5682	21_Cellular response to stress	Cellular response to stress			K04468	NLK; nemo like kinase	2.7.11.24	3
5978	21_Cellular response to stress	Regulation of translation in response to oxidative stress			K04468	NLK; nemo like kinase	2.7.11.24	3
6272	21_Cellular response to stress	Response to osmotic stress			K04468	NLK; nemo like kinase	2.7.11.24	3
2243	07_Nucleic acid metabolism	Purine metabolism			K00951	relA; GTP pyrophosphokinase	2.7.6.5	4
1223	06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K01754	E4.3.1.19, ilvA, tdcB; threonine dehydratase	4.3.1.19	2
1573	06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine biosynthesis			K01754	E4.3.1.19, ilvA, tdcB; threonine dehydratase	4.3.1.19	2
1976	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	PEP		K13237	DECR2, SPS19; 2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], peroxisomal	1.3.1.124	1
157	01_Fermentation	Mixed acid fermentation			K10527	MFP2; enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase	4.2.1.17 1.1.1.35 1.1.1.211	7
211	01_Fermentation	Pyruvate fermentation to butanol			K10527	MFP2; enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase	4.2.1.17 1.1.1.35 1.1.1.211	7
375	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetone		K10527	MFP2; enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase	4.2.1.17 1.1.1.35 1.1.1.211	7
452	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to lactate		K10527	MFP2; enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase	4.2.1.17 1.1.1.35 1.1.1.211	7
484	01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation		K10527	MFP2; enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase	4.2.1.17 1.1.1.35 1.1.1.211	7
569	01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic fermentation		K10527	MFP2; enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase	4.2.1.17 1.1.1.35 1.1.1.211	7
638	01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum solventogenic fermentation		K10527	MFP2; enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase	4.2.1.17 1.1.1.35 1.1.1.211	7
828	05_Fatty acid oxidation	Fatty acid beta-oxidation I			K10527	MFP2; enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase	4.2.1.17 1.1.1.35 1.1.1.211	7
854	05_Fatty acid oxidation	Fatty acid beta-oxidation II (core pathway)			K10527	MFP2; enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase	4.2.1.17 1.1.1.35 1.1.1.211	7
20	01_Fermentation	Bifidobacterium shunt			K07514	EHHADH; enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase	4.2.1.17 1.1.1.35 5.3.3.8	7
74	01_Fermentation	Heterolactic fermentation			K07514	EHHADH; enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase	4.2.1.17 1.1.1.35 5.3.3.8	7
191	01_Fermentation	Pyruvate fermentation to butanol			K07514	EHHADH; enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase	4.2.1.17 1.1.1.35 5.3.3.8	7
233	01_Fermentation	Homolactic fermentation			K07514	EHHADH; enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase	4.2.1.17 1.1.1.35 5.3.3.8	7
370	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetone		K07514	EHHADH; enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase	4.2.1.17 1.1.1.35 5.3.3.8	7
479	01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation		K07514	EHHADH; enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase	4.2.1.17 1.1.1.35 5.3.3.8	7
554	01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic fermentation		K07514	EHHADH; enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase	4.2.1.17 1.1.1.35 5.3.3.8	7
633	01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum solventogenic fermentation		K07514	EHHADH; enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase	4.2.1.17 1.1.1.35 5.3.3.8	7
691	02_Homoacetogenesis	Glycolysis			K07514	EHHADH; enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase	4.2.1.17 1.1.1.35 5.3.3.8	7
819	05_Fatty acid oxidation	Fatty acid beta-oxidation I			K07514	EHHADH; enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase	4.2.1.17 1.1.1.35 5.3.3.8	7
847	05_Fatty acid oxidation	Fatty acid beta-oxidation II (core pathway)			K07514	EHHADH; enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase	4.2.1.17 1.1.1.35 5.3.3.8	7
