#hmm_accession	TC1	TC2	gene_symbol	length	hmm_description	scope	type	subtype	class	subclass	db_version	hierarchy_node
NF000149.1	          500.000000	          500.000000	vanXY	254	D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-G	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanXY-G_fam
NF000472.1	          425.000000	          425.000000	vanY	283	VanY-A/VanY-F/VanY-M family D-Ala-D-Ala carboxypeptidase	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanY_AFMPt
NF000473.1	          400.000000	          400.000000	vanY	274	VanY-B/VanY-G family D-Ala-D-Ala carboxypeptidase	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanY_BG
NF000471.1	          625.000000	          625.000000	vanY-D	354	transpeptidase-like D-Ala-D-Ala carboxypeptidase VanY-D	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanY-D
NF000086.1	          250.000000	          250.000000	vanY-N	196	D,D-peptidase/D,D-carboxypeptidase VanY-N	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanY-N
NF033125.2	          250.000000	          250.000000	vanZ-A	164	glycopeptide resistance protein VanZ-A	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanZ-A
NF000145.1	          375.000000	          375.000000	vanZ-F	206	glycopeptide resistance protein VanZ-F	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanZ-F
NF000142.1	          260.000000	          260.000000	vanZ-Pt	143	glycopeptide resistance protein VanZ-Pt	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanZ-Pt
NF033574.1	          750.000000	          750.000000	varG	374	VarG family subclass B1-like metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	2024-01-31.1	varG
NF000311.1	          300.000000	          300.000000	vat	201	Vat family streptogramin A O-acetyltransferase	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	2024-01-31.1	vat
NF000101.1	          450.000000	          450.000000	vat(A)	219	streptogramin A O-acetyltransferase Vat(A)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	2024-01-31.1	vat(A)
NF000097.1	          425.000000	          425.000000	vat(C)	212	streptogramin A O-acetyltransferase Vat(C)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	2024-01-31.1	vat(C)
NF000111.1	          400.000000	          400.000000	vat(D)	209	streptogramin A O-acetyltransferase Vat(D)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	2024-01-31.1	vat(D)
NF000020.1	          450.000000	          450.000000	vat(E)	214	streptogramin A O-acetyltransferase Vat(E)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	2024-01-31.1	vat(E)
NF000147.1	          400.000000	          400.000000	vat(F)	221	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	2024-01-31.1	vat(F)
NF000504.1	          475.000000	          425.000000	vat(H)	216	streptogramin A O-acetyltransferase Vat(H)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	2024-01-31.1	vat(H)
NF033468.1	          415.000000	          415.000000	vatI	208	streptogramin A O-acetyltransferase Vat(I)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	2024-01-31.1	vat(I)
NF000170.1	          800.000000	          800.000000	vga	520	Vga family ABC-F type ribosomal protection protein	core	AMR	AMR	LINCOSAMIDE	LINCOSAMIDE	2024-01-31.1	vga
NF000022.1	          600.000000	          600.000000	vgb(A)	299	streptogramin B lyase Vgb(A)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	2024-01-31.1	vgb(A)
NF000096.1	          600.000000	          600.000000	vgb(B)	295	streptogramin B lyase Vgb(B)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	2024-01-31.1	vgb(B)
NF000088.1	          400.000000	          400.000000	vph	293	viomycin phosphotransferase	core	AMR	AMR	TUBERACTINOMYCIN	VIOMYCIN	2024-01-31.1	vph
NF033478.1	          750.000000	          425.000000	yadA	459	trimeric autotransporter adhesin YadA	plus	VIRULENCE	VIRULENCE			2024-01-31.1	yadA
NF040632.1	          610.000000	          610.000000	yopJ	288	YopJ/YopP family T3SS effector serine/threonine acetyltransferase	plus	VIRULENCE	VIRULENCE			2024-01-31.1	yopJ_gen
NF000479.1	          280.000000	          280.000000	zbmA	132	zorbamycin binding protein ZbmA	core	AMR	AMR	BLEOMYCIN	ZORBAMYCIN	2024-01-31.1	zbmA
NF000405.1	          350.000000	          350.000000		267	HARLDQ motif MBL-fold protein	non-reported	AMR	AMR			2024-01-31.1	HARLDQ_not_B3
