LBYQ01000006.1_13	f6d459b0ffac2bf5365b431bf1942f2e	118	Pfam	PF18924	Protein of unknown function (DUF5674)	7	103	7.1E-23	T	10-07-2023	IPR043731	Protein of unknown function DUF5674
LBYQ01000006.1_22	a9d5c999e5474f2936b0e2495809ea82	594	ProSitePatterns	PS00329	Heat shock hsp70 proteins family signature 2.	188	201	-	T	10-07-2023	IPR018181	Heat shock protein 70, conserved site
LBYQ01000006.1_22	a9d5c999e5474f2936b0e2495809ea82	594	Gene3D	G3DSA:3.90.640.10	Actin; Chain A, domain 4	221	308	1.2E-158	T	10-07-2023	-	-
LBYQ01000001.1_73	5914d26e165eaca63d187e5faa863ef6	217	ProSiteProfiles	PS50887	GGDEF domain profile.	74	210	31.40963	T	10-07-2023	IPR000160	GGDEF domain
LBYQ01000001.1_73	5914d26e165eaca63d187e5faa863ef6	217	SUPERFAMILY	SSF55073	Nucleotide cyclase	38	210	1.88E-34	T	10-07-2023	IPR029787	Nucleotide cyclase
LBYQ01000001.1_73	5914d26e165eaca63d187e5faa863ef6	217	Coils	Coil	Coil	5	32	-	T	10-07-2023	-	-
LBYQ01000001.1_73	5914d26e165eaca63d187e5faa863ef6	217	SMART	SM00267	duf1_3	22	208	3.3E-37	T	10-07-2023	IPR000160	GGDEF domain
LBYQ01000001.1_73	5914d26e165eaca63d187e5faa863ef6	217	Gene3D	G3DSA:3.30.70.270	-	33	216	6.1E-43	T	10-07-2023	IPR043128	Reverse transcriptase/Diguanylate cyclase domain
LBYQ01000001.1_73	5914d26e165eaca63d187e5faa863ef6	217	Pfam	PF00990	Diguanylate cyclase, GGDEF domain	34	202	3.9E-34	T	10-07-2023	IPR000160	GGDEF domain
LBYQ01000001.1_73	5914d26e165eaca63d187e5faa863ef6	217	TIGRFAM	TIGR00254	GGDEF: diguanylate cyclase (GGDEF) domain	35	207	9.5E-38	T	10-07-2023	IPR000160	GGDEF domain
LBYQ01000001.1_73	5914d26e165eaca63d187e5faa863ef6	217	PANTHER	PTHR45138	REGULATORY COMPONENTS OF SENSORY TRANSDUCTION SYSTEM	8	212	2.0E-41	T	10-07-2023	-	-
LBYQ01000001.1_73	5914d26e165eaca63d187e5faa863ef6	217	CDD	cd01949	GGDEF	35	206	1.39505E-47	T	10-07-2023	IPR000160	GGDEF domain
LBYQ01000001.1_61	9be1b0223a9a9aed12b9d56446848e4f	768	FunFam	G3DSA:3.90.1440.10:FF:000002	Protein translocase subunit SecA	255	376	5.4E-42	T	10-07-2023	-	-
LBYQ01000001.1_61	9be1b0223a9a9aed12b9d56446848e4f	768	SUPERFAMILY	SSF81767	Pre-protein crosslinking domain of SecA	257	376	2.75E-42	T	10-07-2023	IPR036670	SecA, preprotein cross-linking domain superfamily
LBYQ01000001.1_61	9be1b0223a9a9aed12b9d56446848e4f	768	ProSiteProfiles	PS51192	Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile.	82	272	14.759365	T	10-07-2023	IPR014001	Helicase superfamily 1/2, ATP-binding domain
LBYQ01000001.1_61	9be1b0223a9a9aed12b9d56446848e4f	768	Gene3D	G3DSA:3.90.1440.10	-	255	376	4.2E-167	T	10-07-2023	-	-
LBYQ01000001.1_61	9be1b0223a9a9aed12b9d56446848e4f	768	PANTHER	PTHR30612	SECA INNER MEMBRANE COMPONENT OF SEC PROTEIN SECRETION SYSTEM	15	657	5.5E-246	T	10-07-2023	IPR000185	Protein translocase subunit SecA
LBYQ01000001.1_61	9be1b0223a9a9aed12b9d56446848e4f	768	ProSitePatterns	PS01312	SecA family signature.	508	523	-	T	10-07-2023	IPR020937	SecA conserved site
LBYQ01000001.1_61	9be1b0223a9a9aed12b9d56446848e4f	768	Pfam	PF07516	SecA Wing and Scaffold domain	605	657	4.3E-20	T	10-07-2023	IPR011116	SecA Wing/Scaffold
LBYQ01000001.1_61	9be1b0223a9a9aed12b9d56446848e4f	768	Pfam	PF07516	SecA Wing and Scaffold domain	663	715	3.5E-14	T	10-07-2023	IPR011116	SecA Wing/Scaffold
LBYQ01000001.1_61	9be1b0223a9a9aed12b9d56446848e4f	768	FunFam	G3DSA:3.40.50.300:FF:000429	Preprotein translocase subunit SecA	425	607	2.5E-69	T	10-07-2023	-	-
LBYQ01000001.1_61	9be1b0223a9a9aed12b9d56446848e4f	768	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	425	606	2.03E-49	T	10-07-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
LBYQ01000001.1_61	9be1b0223a9a9aed12b9d56446848e4f	768	Hamap	MF_01382	Protein translocase subunit SecA [secA].	4	728	18.025978	T	10-07-2023	IPR000185	Protein translocase subunit SecA
LBYQ01000001.1_61	9be1b0223a9a9aed12b9d56446848e4f	768	Gene3D	G3DSA:3.40.50.300	-	15	424	4.2E-167	T	10-07-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
LBYQ01000001.1_61	9be1b0223a9a9aed12b9d56446848e4f	768	Pfam	PF02810	SEC-C motif	750	767	1.5E-8	T	10-07-2023	IPR004027	SEC-C motif
LBYQ01000001.1_61	9be1b0223a9a9aed12b9d56446848e4f	768	ProSiteProfiles	PS51194	Superfamilies 1 and 2 helicase C-terminal domain profile.	442	623	10.658312	T	10-07-2023	IPR001650	Helicase, C-terminal
LBYQ01000001.1_61	9be1b0223a9a9aed12b9d56446848e4f	768	SUPERFAMILY	SSF81886	Helical scaffold and wing domains of SecA	608	758	2.22E-37	T	10-07-2023	IPR036266	SecA, Wing/Scaffold superfamily
LBYQ01000001.1_61	9be1b0223a9a9aed12b9d56446848e4f	768	PRINTS	PR00906	SecA protein signature	347	369	3.1E-55	T	10-07-2023	IPR000185	Protein translocase subunit SecA
LBYQ01000001.1_61	9be1b0223a9a9aed12b9d56446848e4f	768	PRINTS	PR00906	SecA protein signature	56	80	3.1E-55	T	10-07-2023	IPR000185	Protein translocase subunit SecA
LBYQ01000001.1_61	9be1b0223a9a9aed12b9d56446848e4f	768	PRINTS	PR00906	SecA protein signature	110	120	3.1E-55	T	10-07-2023	IPR000185	Protein translocase subunit SecA
LBYQ01000001.1_61	9be1b0223a9a9aed12b9d56446848e4f	768	PRINTS	PR00906	SecA protein signature	94	108	3.1E-55	T	10-07-2023	IPR000185	Protein translocase subunit SecA
LBYQ01000001.1_61	9be1b0223a9a9aed12b9d56446848e4f	768	PRINTS	PR00906	SecA protein signature	384	401	3.1E-55	T	10-07-2023	IPR000185	Protein translocase subunit SecA
LBYQ01000001.1_61	9be1b0223a9a9aed12b9d56446848e4f	768	PRINTS	PR00906	SecA protein signature	421	434	3.1E-55	T	10-07-2023	IPR000185	Protein translocase subunit SecA
LBYQ01000001.1_61	9be1b0223a9a9aed12b9d56446848e4f	768	ProSiteProfiles	PS51196	SecA family profile.	1	607	142.045776	T	10-07-2023	IPR014018	SecA motor DEAD
LBYQ01000001.1_61	9be1b0223a9a9aed12b9d56446848e4f	768	Pfam	PF07517	SecA DEAD-like domain	13	409	9.8E-118	T	10-07-2023	IPR011115	SecA DEAD-like, N-terminal
LBYQ01000001.1_61	9be1b0223a9a9aed12b9d56446848e4f	768	Gene3D	G3DSA:1.10.3060.10	Helical scaffold and wing domains of SecA	662	721	1.3E-15	T	10-07-2023	-	-
LBYQ01000001.1_61	9be1b0223a9a9aed12b9d56446848e4f	768	CDD	cd18803	SF2_C_secA	428	577	1.1037E-76	T	10-07-2023	IPR044722	SecA,  C-terminal helicase domain
LBYQ01000001.1_61	9be1b0223a9a9aed12b9d56446848e4f	768	Gene3D	G3DSA:3.40.50.300	-	532	607	2.1E-34	T	10-07-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
LBYQ01000001.1_61	9be1b0223a9a9aed12b9d56446848e4f	768	Gene3D	G3DSA:3.40.50.300	-	425	531	8.6E-41	T	10-07-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
LBYQ01000001.1_61	9be1b0223a9a9aed12b9d56446848e4f	768	SMART	SM00958	SecA_PP_bind_2	254	366	1.4E-56	T	10-07-2023	IPR011130	SecA, preprotein cross-linking domain
LBYQ01000001.1_61	9be1b0223a9a9aed12b9d56446848e4f	768	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	13	423	1.35E-66	T	10-07-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
LBYQ01000001.1_61	9be1b0223a9a9aed12b9d56446848e4f	768	Pfam	PF01043	SecA preprotein cross-linking domain	258	366	1.0E-37	T	10-07-2023	IPR011130	SecA, preprotein cross-linking domain
LBYQ01000001.1_61	9be1b0223a9a9aed12b9d56446848e4f	768	Gene3D	G3DSA:1.10.3060.10	Helical scaffold and wing domains of SecA	609	661	1.9E-18	T	10-07-2023	-	-
LBYQ01000001.1_61	9be1b0223a9a9aed12b9d56446848e4f	768	CDD	cd17928	DEXDc_SecA	35	422	1.10612E-118	T	10-07-2023	-	-
LBYQ01000001.1_61	9be1b0223a9a9aed12b9d56446848e4f	768	SMART	SM00957	SecA_DEAD_2	5	410	9.6E-236	T	10-07-2023	IPR011115	SecA DEAD-like, N-terminal
LBYQ01000014.1_7	57624712cb20d5b6a54c7ecbbc66698a	77	Hamap	MF_00088	UPF0109 protein <locus_tag>.	1	75	15.156914	T	10-07-2023	IPR020627	RNA-binding protein KhpA
LBYQ01000014.1_7	57624712cb20d5b6a54c7ecbbc66698a	77	Pfam	PF13083	KH domain	2	74	6.3E-15	T	10-07-2023	-	-
LBYQ01000014.1_7	57624712cb20d5b6a54c7ecbbc66698a	77	Gene3D	G3DSA:3.30.300.20	-	5	75	9.5E-9	T	10-07-2023	IPR015946	K homology domain-like, alpha/beta
LBYQ01000014.1_7	57624712cb20d5b6a54c7ecbbc66698a	77	SUPERFAMILY	SSF54814	Prokaryotic type KH domain (KH-domain type II)	26	61	6.02E-7	T	10-07-2023	IPR009019	K homology domain superfamily, prokaryotic type
LBYQ01000014.1_7	57624712cb20d5b6a54c7ecbbc66698a	77	PANTHER	PTHR34654	UPF0109 PROTEIN SCO5592	1	76	1.1E-13	T	10-07-2023	IPR020627	RNA-binding protein KhpA
LBYQ01000014.1_7	57624712cb20d5b6a54c7ecbbc66698a	77	ProSiteProfiles	PS50084	Type-1 KH domain profile.	29	77	9.225478	T	10-07-2023	-	-
LBYQ01000018.1_2	c003be2fa898022e3af9aa60f548cd29	345	Pfam	PF01098	Cell cycle protein	35	333	1.7E-84	T	10-07-2023	IPR001182	Probable peptidoglycan glycosyltransferase FtsW/RodA
LBYQ01000018.1_2	c003be2fa898022e3af9aa60f548cd29	345	ProSitePatterns	PS00428	Cell cycle proteins ftsW / rodA / spoVE signature.	296	320	-	T	10-07-2023	IPR018365	Cell cycle, FtsW / RodA / SpoVE, conserved site
LBYQ01000018.1_2	c003be2fa898022e3af9aa60f548cd29	345	PANTHER	PTHR30474	CELL CYCLE PROTEIN	36	337	2.5E-88	T	10-07-2023	IPR001182	Probable peptidoglycan glycosyltransferase FtsW/RodA
LBYQ01000003.1_9	758b6c7cb75d2736212c442be550066c	80	PRINTS	PR00973	Ribosomal protein S17 family signature	62	69	8.8E-7	T	10-07-2023	IPR000266	Ribosomal protein S17/S11
LBYQ01000003.1_9	758b6c7cb75d2736212c442be550066c	80	PRINTS	PR00973	Ribosomal protein S17 family signature	21	44	8.8E-7	T	10-07-2023	IPR000266	Ribosomal protein S17/S11
LBYQ01000003.1_9	758b6c7cb75d2736212c442be550066c	80	PRINTS	PR00973	Ribosomal protein S17 family signature	52	62	8.8E-7	T	10-07-2023	IPR000266	Ribosomal protein S17/S11
LBYQ01000003.1_9	758b6c7cb75d2736212c442be550066c	80	PANTHER	PTHR10744	40S RIBOSOMAL PROTEIN S11 FAMILY MEMBER	4	73	2.7E-14	T	10-07-2023	IPR000266	Ribosomal protein S17/S11
LBYQ01000003.1_9	758b6c7cb75d2736212c442be550066c	80	Pfam	PF00366	Ribosomal protein S17	7	73	6.0E-22	T	10-07-2023	IPR000266	Ribosomal protein S17/S11
LBYQ01000003.1_9	758b6c7cb75d2736212c442be550066c	80	Hamap	MF_01345_B	30S ribosomal protein S17 [rpsQ].	2	77	18.977669	T	10-07-2023	IPR019984	30S ribosomal protein S17
LBYQ01000003.1_9	758b6c7cb75d2736212c442be550066c	80	Gene3D	G3DSA:2.40.50.140	-	1	79	1.0E-21	T	10-07-2023	IPR012340	Nucleic acid-binding, OB-fold
LBYQ01000003.1_9	758b6c7cb75d2736212c442be550066c	80	SUPERFAMILY	SSF50249	Nucleic acid-binding proteins	3	73	6.43E-20	T	10-07-2023	IPR012340	Nucleic acid-binding, OB-fold
LBYQ01000004.1_7	27c1d3c23b883397d76a797908c41632	271	MobiDBLite	mobidb-lite	consensus disorder prediction	243	271	-	T	10-07-2023	-	-
LBYQ01000004.1_7	27c1d3c23b883397d76a797908c41632	271	Gene3D	G3DSA:3.40.190.10	-	2	234	1.4E-17	T	10-07-2023	-	-
LBYQ01000004.1_7	27c1d3c23b883397d76a797908c41632	271	Gene3D	G3DSA:3.40.190.10	-	87	209	1.4E-17	T	10-07-2023	-	-
LBYQ01000004.1_7	27c1d3c23b883397d76a797908c41632	271	SUPERFAMILY	SSF53850	Periplasmic binding protein-like II	1	236	1.27E-15	T	10-07-2023	-	-
LBYQ01000004.1_7	27c1d3c23b883397d76a797908c41632	271	Pfam	PF01634	ATP phosphoribosyltransferase	45	236	9.7E-13	T	10-07-2023	IPR013820	ATP phosphoribosyltransferase, catalytic domain
LBYQ01000003.1_11	2805eadda9a66ac0689ba289fe56cbe2	102	PANTHER	PTHR12903	MITOCHONDRIAL RIBOSOMAL PROTEIN L24	2	101	1.0E-20	T	10-07-2023	IPR003256	Ribosomal protein L24
LBYQ01000003.1_11	2805eadda9a66ac0689ba289fe56cbe2	102	SUPERFAMILY	SSF50104	Translation proteins SH3-like domain	2	98	5.16E-26	T	10-07-2023	IPR008991	Translation protein SH3-like domain superfamily
LBYQ01000003.1_11	2805eadda9a66ac0689ba289fe56cbe2	102	TIGRFAM	TIGR01079	rplX_bact: ribosomal protein uL24	2	98	2.0E-25	T	10-07-2023	IPR003256	Ribosomal protein L24
LBYQ01000003.1_11	2805eadda9a66ac0689ba289fe56cbe2	102	Gene3D	G3DSA:2.30.30.30	-	2	101	2.1E-29	T	10-07-2023	IPR014722	Ribosomal protein L2, domain 2
LBYQ01000003.1_11	2805eadda9a66ac0689ba289fe56cbe2	102	CDD	cd06089	KOW_RPL26	7	70	1.74392E-15	T	10-07-2023	IPR041988	Ribosomal protein L26/L24, KOW domain
LBYQ01000003.1_11	2805eadda9a66ac0689ba289fe56cbe2	102	Pfam	PF17136	Ribosomal proteins 50S L24/mitochondrial 39S L24	39	98	4.5E-17	T	10-07-2023	IPR003256	Ribosomal protein L24
LBYQ01000003.1_11	2805eadda9a66ac0689ba289fe56cbe2	102	Pfam	PF00467	KOW motif	6	36	5.4E-6	T	10-07-2023	IPR005824	KOW
LBYQ01000003.1_11	2805eadda9a66ac0689ba289fe56cbe2	102	SMART	SM00739	kow_9	3	30	1.0E-4	T	10-07-2023	IPR005824	KOW
LBYQ01000003.1_11	2805eadda9a66ac0689ba289fe56cbe2	102	Hamap	MF_01326_B	50S ribosomal protein L24 [rplX].	2	95	17.170849	T	10-07-2023	IPR003256	Ribosomal protein L24
LBYQ01000017.1_4	1f16ed3becfd90e452d7622d815679ea	589	PANTHER	PTHR10937	GLUCOSAMINE--FRUCTOSE-6-PHOSPHATE AMINOTRANSFERASE, ISOMERIZING	1	588	1.2E-148	T	10-07-2023	-	-
LBYQ01000017.1_4	1f16ed3becfd90e452d7622d815679ea	589	Gene3D	G3DSA:3.40.50.10490	-	246	588	2.9E-91	T	10-07-2023	-	-
LBYQ01000017.1_4	1f16ed3becfd90e452d7622d815679ea	589	Coils	Coil	Coil	420	450	-	T	10-07-2023	-	-
LBYQ01000017.1_4	1f16ed3becfd90e452d7622d815679ea	589	Gene3D	G3DSA:3.60.20.10	Glutamine Phosphoribosylpyrophosphate, subunit 1, domain 1	2	233	2.6E-66	T	10-07-2023	IPR029055	Nucleophile aminohydrolases, N-terminal
LBYQ01000017.1_4	1f16ed3becfd90e452d7622d815679ea	589	Gene3D	G3DSA:3.40.50.10490	-	429	574	2.9E-91	T	10-07-2023	-	-
LBYQ01000017.1_4	1f16ed3becfd90e452d7622d815679ea	589	SUPERFAMILY	SSF56235	N-terminal nucleophile aminohydrolases (Ntn hydrolases)	2	224	9.44E-55	T	10-07-2023	IPR029055	Nucleophile aminohydrolases, N-terminal
LBYQ01000017.1_4	1f16ed3becfd90e452d7622d815679ea	589	TIGRFAM	TIGR01135	glmS: glutamine-fructose-6-phosphate transaminase (isomerizing)	2	588	3.0E-153	T	10-07-2023	IPR005855	Glucosamine-fructose-6-phosphate aminotransferase, isomerising
LBYQ01000017.1_4	1f16ed3becfd90e452d7622d815679ea	589	Pfam	PF01380	SIS domain	280	405	3.3E-19	T	10-07-2023	IPR001347	SIS domain
LBYQ01000017.1_4	1f16ed3becfd90e452d7622d815679ea	589	Pfam	PF01380	SIS domain	446	569	3.1E-9	T	10-07-2023	IPR001347	SIS domain
LBYQ01000017.1_4	1f16ed3becfd90e452d7622d815679ea	589	SUPERFAMILY	SSF53697	SIS domain	243	588	1.05E-70	T	10-07-2023	IPR046348	SIS domain superfamily
LBYQ01000017.1_4	1f16ed3becfd90e452d7622d815679ea	589	CDD	cd05008	SIS_GlmS_GlmD_1	285	406	3.22429E-30	T	10-07-2023	IPR035466	GlmS/AgaS, SIS domain 1
LBYQ01000017.1_4	1f16ed3becfd90e452d7622d815679ea	589	ProSiteProfiles	PS51278	Glutamine amidotransferase type 2 domain profile.	2	215	40.200741	T	10-07-2023	IPR017932	Glutamine amidotransferase type 2 domain
LBYQ01000017.1_4	1f16ed3becfd90e452d7622d815679ea	589	CDD	cd00714	GFAT	2	211	4.27597E-90	T	10-07-2023	IPR047084	Glucosamine-fructose-6-phosphate aminotransferase, isomerising, N-terminal domain
LBYQ01000017.1_4	1f16ed3becfd90e452d7622d815679ea	589	ProSiteProfiles	PS51464	SIS domain profile.	443	579	16.003202	T	10-07-2023	IPR001347	SIS domain
LBYQ01000017.1_4	1f16ed3becfd90e452d7622d815679ea	589	Pfam	PF13522	Glutamine amidotransferase domain	65	189	3.9E-17	T	10-07-2023	-	-
LBYQ01000017.1_4	1f16ed3becfd90e452d7622d815679ea	589	CDD	cd05009	SIS_GlmS_GlmD_2	438	587	2.09488E-37	T	10-07-2023	IPR035490	GlmS/FrlB, SIS domain 2
LBYQ01000017.1_4	1f16ed3becfd90e452d7622d815679ea	589	ProSiteProfiles	PS51464	SIS domain profile.	276	415	24.042961	T	10-07-2023	IPR001347	SIS domain
LBYQ01000019.1_1_10	94bb333a53b9b8c61abacd6635a967bb	175	Pfam	PF06559	2'-deoxycytidine 5'-triphosphate deaminase (DCD)	37	153	4.5E-6	T	10-07-2023	IPR010550	Deoxycytidine triphosphate deaminase, bacterial
LBYQ01000019.1_1_10	94bb333a53b9b8c61abacd6635a967bb	175	CDD	cd07557	trimeric_dUTPase	43	127	3.29026E-22	T	10-07-2023	IPR033704	dUTPase, trimeric
LBYQ01000019.1_1_10	94bb333a53b9b8c61abacd6635a967bb	175	PANTHER	PTHR42680	DCTP DEAMINASE	1	159	1.2E-30	T	10-07-2023	-	-
LBYQ01000019.1_1_10	94bb333a53b9b8c61abacd6635a967bb	175	SUPERFAMILY	SSF51283	dUTPase-like	1	159	1.57E-38	T	10-07-2023	IPR036157	dUTPase-like superfamily
LBYQ01000019.1_1_10	94bb333a53b9b8c61abacd6635a967bb	175	Gene3D	G3DSA:2.70.40.10	-	1	162	3.8E-39	T	10-07-2023	IPR036157	dUTPase-like superfamily
LBYQ01000019.1_1_10	94bb333a53b9b8c61abacd6635a967bb	175	TIGRFAM	TIGR02274	dCTP_deam: deoxycytidine triphosphate deaminase	1	157	1.2E-41	T	10-07-2023	IPR011962	dCTP deaminase
LBYQ01000004.1_3	5cb7adde54e76d2109f5e286978679c0	487	PRINTS	PR00982	Lysyl-tRNA synthetase signature	193	209	1.5E-33	T	10-07-2023	IPR018149	Lysyl-tRNA synthetase, class II, C-terminal
LBYQ01000004.1_3	5cb7adde54e76d2109f5e286978679c0	487	PRINTS	PR00982	Lysyl-tRNA synthetase signature	240	257	1.5E-33	T	10-07-2023	IPR018149	Lysyl-tRNA synthetase, class II, C-terminal
LBYQ01000004.1_3	5cb7adde54e76d2109f5e286978679c0	487	PRINTS	PR00982	Lysyl-tRNA synthetase signature	177	187	1.5E-33	T	10-07-2023	IPR018149	Lysyl-tRNA synthetase, class II, C-terminal
LBYQ01000004.1_3	5cb7adde54e76d2109f5e286978679c0	487	PRINTS	PR00982	Lysyl-tRNA synthetase signature	364	380	1.5E-33	T	10-07-2023	IPR018149	Lysyl-tRNA synthetase, class II, C-terminal
LBYQ01000004.1_3	5cb7adde54e76d2109f5e286978679c0	487	PRINTS	PR00982	Lysyl-tRNA synthetase signature	222	235	1.5E-33	T	10-07-2023	IPR018149	Lysyl-tRNA synthetase, class II, C-terminal
LBYQ01000004.1_3	5cb7adde54e76d2109f5e286978679c0	487	CDD	cd00775	LysRS_core	155	480	4.85245E-164	T	10-07-2023	IPR018149	Lysyl-tRNA synthetase, class II, C-terminal
LBYQ01000004.1_3	5cb7adde54e76d2109f5e286978679c0	487	CDD	cd04322	LysRS_N	50	152	1.98557E-42	T	10-07-2023	IPR044136	Lysine-tRNA ligase, class II, N-terminal
LBYQ01000004.1_3	5cb7adde54e76d2109f5e286978679c0	487	ProSiteProfiles	PS50862	Aminoacyl-transfer RNA synthetases class-II family profile.	162	480	25.568554	T	10-07-2023	IPR006195	Aminoacyl-tRNA synthetase, class II
LBYQ01000004.1_3	5cb7adde54e76d2109f5e286978679c0	487	PANTHER	PTHR42918	LYSYL-TRNA SYNTHETASE	6	481	1.9E-158	T	10-07-2023	-	-
LBYQ01000004.1_3	5cb7adde54e76d2109f5e286978679c0	487	Hamap	MF_00252	Lysine--tRNA ligase [lysS].	10	482	38.965759	T	10-07-2023	IPR002313	Lysine-tRNA ligase, class II
LBYQ01000004.1_3	5cb7adde54e76d2109f5e286978679c0	487	Pfam	PF00152	tRNA synthetases class II (D, K and N)	141	478	1.1E-79	T	10-07-2023	IPR004364	Aminoacyl-tRNA synthetase, class II (D/K/N)
LBYQ01000004.1_3	5cb7adde54e76d2109f5e286978679c0	487	SUPERFAMILY	SSF50249	Nucleic acid-binding proteins	4	132	1.78E-29	T	10-07-2023	IPR012340	Nucleic acid-binding, OB-fold
LBYQ01000004.1_3	5cb7adde54e76d2109f5e286978679c0	487	TIGRFAM	TIGR00499	lysS_bact: lysine--tRNA ligase	8	482	2.9E-168	T	10-07-2023	IPR002313	Lysine-tRNA ligase, class II
LBYQ01000004.1_3	5cb7adde54e76d2109f5e286978679c0	487	Pfam	PF01336	OB-fold nucleic acid binding domain	47	124	3.9E-11	T	10-07-2023	IPR004365	OB-fold nucleic acid binding domain, AA-tRNA synthetase-type
LBYQ01000004.1_3	5cb7adde54e76d2109f5e286978679c0	487	SUPERFAMILY	SSF55681	Class II aaRS and biotin synthetases	140	479	2.99E-103	T	10-07-2023	IPR045864	Class II Aminoacyl-tRNA synthetase/Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL)
LBYQ01000004.1_3	5cb7adde54e76d2109f5e286978679c0	487	Gene3D	G3DSA:3.30.930.10	Bira Bifunctional Protein; Domain 2	136	487	1.5E-123	T	10-07-2023	IPR045864	Class II Aminoacyl-tRNA synthetase/Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL)
LBYQ01000004.1_3	5cb7adde54e76d2109f5e286978679c0	487	Gene3D	G3DSA:2.40.50.140	-	5	133	1.7E-32	T	10-07-2023	IPR012340	Nucleic acid-binding, OB-fold
LBYQ01000007.1_1_3	cc998e864126565cb6e5819278a753e2	459	Pfam	PF13231	Dolichyl-phosphate-mannose-protein mannosyltransferase	48	205	6.2E-6	T	10-07-2023	IPR038731	Glycosyltransferase RgtA/B/C/D-like
LBYQ01000021.1_5	2518505b502e50b91fc191ab94e6eeff	314	SUPERFAMILY	SSF56112	Protein kinase-like (PK-like)	56	273	7.14E-7	T	10-07-2023	IPR011009	Protein kinase-like domain superfamily
LBYQ01000014.1_5	a44c2f3cbb4a0137e48fe4ab298c5384	264	Gene3D	G3DSA:3.30.70.60	-	93	213	1.6E-13	T	10-07-2023	IPR014717	Translation elongation factor EF1B/ribosomal protein S6
LBYQ01000014.1_5	a44c2f3cbb4a0137e48fe4ab298c5384	264	Pfam	PF04350	Pilus assembly protein, PilO	53	207	3.8E-7	T	10-07-2023	IPR007445	Type IV pilus inner membrane component PilO
LBYQ01000001.1_70	fe41f241ea97f04fe1595e1e265c0864	612	TIGRFAM	TIGR03423	pbp2_mrdA: penicillin-binding protein 2	31	603	1.3E-138	T	10-07-2023	IPR017790	Penicillin-binding protein 2
LBYQ01000001.1_70	fe41f241ea97f04fe1595e1e265c0864	612	Gene3D	G3DSA:3.90.1310.10	-	67	254	8.3E-37	T	10-07-2023	-	-
LBYQ01000001.1_70	fe41f241ea97f04fe1595e1e265c0864	612	Pfam	PF03717	Penicillin-binding Protein dimerisation domain	73	241	3.8E-33	T	10-07-2023	IPR005311	Penicillin-binding protein, dimerisation domain
LBYQ01000001.1_70	fe41f241ea97f04fe1595e1e265c0864	612	PANTHER	PTHR30627	PEPTIDOGLYCAN D,D-TRANSPEPTIDASE	27	607	2.8E-134	T	10-07-2023	-	-
LBYQ01000001.1_70	fe41f241ea97f04fe1595e1e265c0864	612	Pfam	PF00905	Penicillin binding protein transpeptidase domain	281	600	3.7E-66	T	10-07-2023	IPR001460	Penicillin-binding protein, transpeptidase
LBYQ01000001.1_70	fe41f241ea97f04fe1595e1e265c0864	612	Gene3D	G3DSA:3.40.710.10	-	256	611	2.6E-94	T	10-07-2023	IPR012338	Beta-lactamase/transpeptidase-like
LBYQ01000001.1_70	fe41f241ea97f04fe1595e1e265c0864	612	SUPERFAMILY	SSF56601	beta-lactamase/transpeptidase-like	208	605	3.45E-82	T	10-07-2023	IPR012338	Beta-lactamase/transpeptidase-like
LBYQ01000001.1_70	fe41f241ea97f04fe1595e1e265c0864	612	SUPERFAMILY	SSF56519	Penicillin binding protein dimerisation domain	69	256	1.7E-38	T	10-07-2023	IPR036138	Penicillin-binding protein, dimerisation domain superfamily
LBYQ01000012.1_9	21034411fb3fe0116b3e503842b948a0	127	ProSiteProfiles	PS51194	Superfamilies 1 and 2 helicase C-terminal domain profile.	72	127	8.92548	T	10-07-2023	IPR001650	Helicase, C-terminal
LBYQ01000012.1_9	21034411fb3fe0116b3e503842b948a0	127	PANTHER	PTHR24029	UVRABC SYSTEM PROTEIN B	7	126	1.1E-42	T	10-07-2023	IPR004807	UvrABC system, subunit B
LBYQ01000012.1_9	21034411fb3fe0116b3e503842b948a0	127	Gene3D	G3DSA:3.40.50.300	-	1	55	2.9E-23	T	10-07-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
LBYQ01000012.1_9	21034411fb3fe0116b3e503842b948a0	127	Gene3D	G3DSA:3.40.50.300	-	56	127	2.1E-19	T	10-07-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
LBYQ01000012.1_9	21034411fb3fe0116b3e503842b948a0	127	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	29	120	1.23E-12	T	10-07-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
LBYQ01000003.1_10	412946330459082aa5d6fdd9a8cc414e	122	TIGRFAM	TIGR01067	rplN_bact: ribosomal protein uL14	1	121	1.2E-43	T	10-07-2023	IPR005745	Ribosomal protein L14P, bacterial-type
