MNUJ01000002.1_1_4	13a5bff17f0207c212d1175beb1ad3a0	57	Pfam	PF18917	Domain of unknown function (DUF5668)	1	43	3.7E-13	T	10-07-2023	IPR043726	Domain of unknown function DUF5668
MNUJ01000032.1_3	6a01f577b0496acdbaeb57428dd30bf0	350	Pfam	PF06723	MreB/Mbl protein	14	339	3.9E-142	T	10-07-2023	-	-
MNUJ01000032.1_3	6a01f577b0496acdbaeb57428dd30bf0	350	CDD	cd10225	MreB_like	16	337	0.0	T	10-07-2023	IPR004753	Cell shape determining protein MreB
MNUJ01000032.1_3	6a01f577b0496acdbaeb57428dd30bf0	350	Gene3D	G3DSA:3.30.420.40	-	10	158	7.2E-50	T	10-07-2023	-	-
MNUJ01000032.1_3	6a01f577b0496acdbaeb57428dd30bf0	350	SUPERFAMILY	SSF53067	Actin-like ATPase domain	13	150	1.68E-40	T	10-07-2023	IPR043129	ATPase, nucleotide binding domain
MNUJ01000032.1_3	6a01f577b0496acdbaeb57428dd30bf0	350	PANTHER	PTHR42749	CELL SHAPE-DETERMINING PROTEIN MREB	9	341	5.7E-96	T	10-07-2023	-	-
MNUJ01000039.1_3	69e06abe9c4bba8e0c2966f6919137ca	330	PANTHER	PTHR36174	LIPID II:GLYCINE GLYCYLTRANSFERASE	27	326	1.9E-37	T	10-07-2023	-	-
MNUJ01000039.1_3	69e06abe9c4bba8e0c2966f6919137ca	330	Pfam	PF02388	FemAB family	201	326	1.8E-28	T	10-07-2023	IPR003447	FemABX peptidyl transferase
MNUJ01000039.1_3	69e06abe9c4bba8e0c2966f6919137ca	330	ProSiteProfiles	PS51191	FemABX peptidyl transferase family profile.	1	324	50.777149	T	10-07-2023	IPR003447	FemABX peptidyl transferase
MNUJ01000039.1_3	69e06abe9c4bba8e0c2966f6919137ca	330	Gene3D	G3DSA:3.40.630.30	-	89	307	3.2E-62	T	10-07-2023	-	-
MNUJ01000039.1_3	69e06abe9c4bba8e0c2966f6919137ca	330	SUPERFAMILY	SSF55729	Acyl-CoA N-acyltransferases (Nat)	114	322	3.07E-30	T	10-07-2023	IPR016181	Acyl-CoA N-acyltransferase
MNUJ01000040.1_3	07d35654c36886d40769400762c039c0	381	Gene3D	G3DSA:3.10.350.10	LysM domain	135	184	1.8E-11	T	10-07-2023	IPR036779	LysM domain superfamily
MNUJ01000040.1_3	07d35654c36886d40769400762c039c0	381	ProSiteProfiles	PS51782	LysM domain profile.	186	230	8.984978	T	10-07-2023	IPR018392	LysM domain
MNUJ01000040.1_3	07d35654c36886d40769400762c039c0	381	SUPERFAMILY	SSF51261	Duplicated hybrid motif	250	372	1.05E-38	T	10-07-2023	IPR011055	Duplicated hybrid motif
MNUJ01000040.1_3	07d35654c36886d40769400762c039c0	381	CDD	cd00118	LysM	138	180	1.82152E-10	T	10-07-2023	IPR018392	LysM domain
MNUJ01000040.1_3	07d35654c36886d40769400762c039c0	381	Pfam	PF01551	Peptidase family M23	278	372	3.7E-28	T	10-07-2023	IPR016047	Peptidase M23
MNUJ01000040.1_3	07d35654c36886d40769400762c039c0	381	SUPERFAMILY	SSF54106	LysM domain	136	180	1.44E-8	T	10-07-2023	IPR036779	LysM domain superfamily
MNUJ01000040.1_3	07d35654c36886d40769400762c039c0	381	Gene3D	G3DSA:2.70.70.10	Glucose Permease (Domain IIA)	238	375	4.4E-35	T	10-07-2023	IPR011055	Duplicated hybrid motif
MNUJ01000040.1_3	07d35654c36886d40769400762c039c0	381	CDD	cd00118	LysM	186	230	0.00116261	T	10-07-2023	IPR018392	LysM domain
MNUJ01000040.1_3	07d35654c36886d40769400762c039c0	381	CDD	cd12797	M23_peptidase	279	366	2.13259E-36	T	10-07-2023	-	-
MNUJ01000040.1_3	07d35654c36886d40769400762c039c0	381	Gene3D	G3DSA:3.10.350.10	LysM domain	185	237	1.3E-6	T	10-07-2023	IPR036779	LysM domain superfamily
MNUJ01000040.1_3	07d35654c36886d40769400762c039c0	381	PANTHER	PTHR21666	PEPTIDASE-RELATED	265	368	4.6E-29	T	10-07-2023	-	-
MNUJ01000040.1_3	07d35654c36886d40769400762c039c0	381	Pfam	PF01476	LysM domain	189	231	3.7E-4	T	10-07-2023	IPR018392	LysM domain
MNUJ01000040.1_3	07d35654c36886d40769400762c039c0	381	Pfam	PF01476	LysM domain	138	180	1.4E-10	T	10-07-2023	IPR018392	LysM domain
MNUJ01000040.1_3	07d35654c36886d40769400762c039c0	381	ProSiteProfiles	PS51782	LysM domain profile.	136	180	11.872273	T	10-07-2023	IPR018392	LysM domain
MNUJ01000040.1_3	07d35654c36886d40769400762c039c0	381	SMART	SM00257	LysM_2	187	231	0.035	T	10-07-2023	IPR018392	LysM domain
MNUJ01000040.1_3	07d35654c36886d40769400762c039c0	381	SMART	SM00257	LysM_2	137	181	7.9E-9	T	10-07-2023	IPR018392	LysM domain
MNUJ01000056.1_3	d9c5113fafc803196b8a9515fe54d180	368	CDD	cd03809	GT4_MtfB-like	3	363	5.21096E-88	T	10-07-2023	-	-
MNUJ01000056.1_3	d9c5113fafc803196b8a9515fe54d180	368	Pfam	PF13439	Glycosyltransferase Family 4	17	168	1.2E-8	T	10-07-2023	IPR028098	Glycosyltransferase subfamily 4-like, N-terminal domain
MNUJ01000056.1_3	d9c5113fafc803196b8a9515fe54d180	368	PANTHER	PTHR46401	GLYCOSYLTRANSFERASE WBBK-RELATED	15	366	9.6E-55	T	10-07-2023	-	-
MNUJ01000056.1_3	d9c5113fafc803196b8a9515fe54d180	368	Gene3D	G3DSA:3.40.50.2000	Glycogen Phosphorylase B;	185	368	4.2E-41	T	10-07-2023	-	-
MNUJ01000056.1_3	d9c5113fafc803196b8a9515fe54d180	368	Gene3D	G3DSA:3.40.50.2000	Glycogen Phosphorylase B;	3	178	1.4E-6	T	10-07-2023	-	-
MNUJ01000056.1_3	d9c5113fafc803196b8a9515fe54d180	368	SUPERFAMILY	SSF53756	UDP-Glycosyltransferase/glycogen phosphorylase	10	368	6.28E-65	T	10-07-2023	-	-
MNUJ01000056.1_3	d9c5113fafc803196b8a9515fe54d180	368	Pfam	PF00534	Glycosyl transferases group 1	192	347	6.6E-27	T	10-07-2023	IPR001296	Glycosyl transferase, family 1
MNUJ01000018.1_3	3fcdd22d13364874f87729857616bfaa	94	Pfam	PF01527	Transposase	2	70	3.5E-6	T	10-07-2023	IPR002514	Transposase IS3/IS911family
MNUJ01000018.1_3	3fcdd22d13364874f87729857616bfaa	94	SUPERFAMILY	SSF46689	Homeodomain-like	1	92	6.81E-9	T	10-07-2023	IPR009057	Homeobox-like domain superfamily
MNUJ01000041.1_15	a84c1dbd4eda2c6f8ae9b04b0f5f4690	142	TIGRFAM	TIGR01550	DOC_P1: death-on-curing family protein	63	123	9.7E-14	T	10-07-2023	IPR006440	Death on curing protein
MNUJ01000041.1_15	a84c1dbd4eda2c6f8ae9b04b0f5f4690	142	ProSiteProfiles	PS51459	Fido domain profile.	1	136	12.587102	T	10-07-2023	IPR003812	Fido domain
MNUJ01000041.1_15	a84c1dbd4eda2c6f8ae9b04b0f5f4690	142	Pfam	PF02661	Fic/DOC family	61	90	3.8E-7	T	10-07-2023	IPR003812	Fido domain
MNUJ01000041.1_15	a84c1dbd4eda2c6f8ae9b04b0f5f4690	142	SUPERFAMILY	SSF140931	Fic-like	33	139	4.84E-9	T	10-07-2023	IPR036597	Fido-like domain superfamily
MNUJ01000041.1_15	a84c1dbd4eda2c6f8ae9b04b0f5f4690	142	Gene3D	G3DSA:1.20.120.1870	Fic/DOC protein, Fido domain	32	132	1.5E-17	T	10-07-2023	-	-
MNUJ01000016.1_3	08de0ea93b43a37e8dc5efcc8ed4df27	107	Coils	Coil	Coil	78	105	-	T	10-07-2023	-	-
MNUJ01000016.1_3	08de0ea93b43a37e8dc5efcc8ed4df27	107	Coils	Coil	Coil	53	73	-	T	10-07-2023	-	-
MNUJ01000016.1_3	08de0ea93b43a37e8dc5efcc8ed4df27	107	Gene3D	G3DSA:1.20.1270.70	-	3	70	1.3E-6	T	10-07-2023	-	-
MNUJ01000030.1_5	21f5ad0555b9a6809eb17559534c1794	145	Gene3D	G3DSA:3.40.30.10	Glutaredoxin	57	141	1.1E-6	T	10-07-2023	-	-
MNUJ01000030.1_5	21f5ad0555b9a6809eb17559534c1794	145	MobiDBLite	mobidb-lite	consensus disorder prediction	27	48	-	T	10-07-2023	-	-
MNUJ01000030.1_5	21f5ad0555b9a6809eb17559534c1794	145	SUPERFAMILY	SSF52833	Thioredoxin-like	51	134	3.63E-5	T	10-07-2023	IPR036249	Thioredoxin-like superfamily
MNUJ01000030.1_5	21f5ad0555b9a6809eb17559534c1794	145	MobiDBLite	mobidb-lite	consensus disorder prediction	27	50	-	T	10-07-2023	-	-
MNUJ01000027.1_1	38501fd4ac54f43e4a395e06bc43df34	182	Gene3D	G3DSA:2.70.70.10	Glucose Permease (Domain IIA)	22	95	6.8E-16	T	10-07-2023	IPR011055	Duplicated hybrid motif
MNUJ01000027.1_1	38501fd4ac54f43e4a395e06bc43df34	182	Coils	Coil	Coil	8	28	-	T	10-07-2023	-	-
MNUJ01000027.1_1	38501fd4ac54f43e4a395e06bc43df34	182	Pfam	PF01551	Peptidase family M23	35	89	1.0E-11	T	10-07-2023	IPR016047	Peptidase M23
MNUJ01000027.1_1	38501fd4ac54f43e4a395e06bc43df34	182	Pfam	PF01551	Peptidase family M23	125	181	8.7E-10	T	10-07-2023	IPR016047	Peptidase M23
MNUJ01000027.1_1	38501fd4ac54f43e4a395e06bc43df34	182	CDD	cd12797	M23_peptidase	126	181	1.11539E-13	T	10-07-2023	-	-
MNUJ01000027.1_1	38501fd4ac54f43e4a395e06bc43df34	182	CDD	cd12797	M23_peptidase	51	79	1.17007E-10	T	10-07-2023	-	-
MNUJ01000027.1_1	38501fd4ac54f43e4a395e06bc43df34	182	PANTHER	PTHR21666	PEPTIDASE-RELATED	51	94	2.6E-28	T	10-07-2023	-	-
MNUJ01000027.1_1	38501fd4ac54f43e4a395e06bc43df34	182	Gene3D	G3DSA:2.70.70.10	Glucose Permease (Domain IIA)	96	182	6.9E-18	T	10-07-2023	IPR011055	Duplicated hybrid motif
MNUJ01000027.1_1	38501fd4ac54f43e4a395e06bc43df34	182	SUPERFAMILY	SSF51261	Duplicated hybrid motif	97	181	2.35E-15	T	10-07-2023	IPR011055	Duplicated hybrid motif
MNUJ01000027.1_1	38501fd4ac54f43e4a395e06bc43df34	182	SUPERFAMILY	SSF51261	Duplicated hybrid motif	50	93	1.1E-15	T	10-07-2023	IPR011055	Duplicated hybrid motif
MNUJ01000034.1_6	8f1aee737a2acdcf37c26cad4d962f85	204	Pfam	PF01195	Peptidyl-tRNA hydrolase	3	194	4.4E-53	T	10-07-2023	IPR001328	Peptidyl-tRNA hydrolase
MNUJ01000034.1_6	8f1aee737a2acdcf37c26cad4d962f85	204	CDD	cd00462	PTH	3	189	2.27116E-71	T	10-07-2023	IPR001328	Peptidyl-tRNA hydrolase
MNUJ01000034.1_6	8f1aee737a2acdcf37c26cad4d962f85	204	PANTHER	PTHR17224	PEPTIDYL-TRNA HYDROLASE	2	194	9.2E-44	T	10-07-2023	IPR001328	Peptidyl-tRNA hydrolase
MNUJ01000034.1_6	8f1aee737a2acdcf37c26cad4d962f85	204	Hamap	MF_00083	Peptidyl-tRNA hydrolase [pth].	1	196	31.2369	T	10-07-2023	IPR001328	Peptidyl-tRNA hydrolase
MNUJ01000034.1_6	8f1aee737a2acdcf37c26cad4d962f85	204	Gene3D	G3DSA:3.40.50.1470	-	1	204	3.7E-60	T	10-07-2023	IPR036416	Peptidyl-tRNA hydrolase superfamily
MNUJ01000034.1_6	8f1aee737a2acdcf37c26cad4d962f85	204	ProSitePatterns	PS01195	Peptidyl-tRNA hydrolase signature 1.	14	27	-	T	10-07-2023	IPR018171	Peptidyl-tRNA hydrolase, conserved site
MNUJ01000034.1_6	8f1aee737a2acdcf37c26cad4d962f85	204	SUPERFAMILY	SSF53178	Peptidyl-tRNA hydrolase-like	1	198	7.46E-52	T	10-07-2023	IPR036416	Peptidyl-tRNA hydrolase superfamily
MNUJ01000034.1_6	8f1aee737a2acdcf37c26cad4d962f85	204	TIGRFAM	TIGR00447	pth: aminoacyl-tRNA hydrolase	1	192	9.9E-48	T	10-07-2023	IPR001328	Peptidyl-tRNA hydrolase
MNUJ01000017.1_6	0dff907b679da67c0a69ad84fbab8f3d	264	Pfam	PF04468	PSP1 C-terminal conserved region	65	149	1.3E-22	T	10-07-2023	IPR007557	PSP1, C-terminal
MNUJ01000017.1_6	0dff907b679da67c0a69ad84fbab8f3d	264	ProSiteProfiles	PS51411	PSP1 C-terminal domain profile.	64	149	19.387335	T	10-07-2023	IPR007557	PSP1, C-terminal
MNUJ01000017.1_6	0dff907b679da67c0a69ad84fbab8f3d	264	PANTHER	PTHR43830	PROTEIN PSP1	8	225	1.3E-32	T	10-07-2023	-	-
MNUJ01000011.1_2	795fb78c6674101629adb68e69b52b52	781	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	653	745	1.4E-11	T	10-07-2023	IPR013783	Immunoglobulin-like fold
MNUJ01000011.1_2	795fb78c6674101629adb68e69b52b52	781	Pfam	PF17957	Bacterial Ig domain	662	718	2.2E-6	T	10-07-2023	-	-
MNUJ01000056.1_1	93976e0c264e98a15b95d556d27f0ea1	283	PANTHER	PTHR34136	-	6	87	1.6E-63	T	10-07-2023	IPR004629	Glycosyl transferase WecG/TagA/CpsF
MNUJ01000056.1_1	93976e0c264e98a15b95d556d27f0ea1	283	CDD	cd06533	Glyco_transf_WecG_TagA	66	263	4.58145E-60	T	10-07-2023	IPR004629	Glycosyl transferase WecG/TagA/CpsF
MNUJ01000056.1_1	93976e0c264e98a15b95d556d27f0ea1	283	Pfam	PF03808	Glycosyl transferase WecG/TagA/CpsF family	111	263	2.1E-47	T	10-07-2023	IPR004629	Glycosyl transferase WecG/TagA/CpsF
MNUJ01000056.1_1	93976e0c264e98a15b95d556d27f0ea1	283	TIGRFAM	TIGR00696	wecG_tagA_cpsF: glycosyltransferase, WecB/TagA/CpsF family	108	269	1.6E-36	T	10-07-2023	IPR004629	Glycosyl transferase WecG/TagA/CpsF
MNUJ01000003.1_6	8956696942302dea14f02e4b3c6cd638	414	Pfam	PF00587	tRNA synthetase class II core domain (G, H, P, S and T)	96	303	3.9E-42	T	10-07-2023	IPR002314	Aminoacyl-tRNA synthetase, class II (G/ P/ S/T)
MNUJ01000003.1_6	8956696942302dea14f02e4b3c6cd638	414	SUPERFAMILY	SSF52954	Class II aaRS ABD-related	310	400	1.24E-16	T	10-07-2023	-	-
MNUJ01000003.1_6	8956696942302dea14f02e4b3c6cd638	414	PRINTS	PR01046	Prolyl-tRNA synthetase signature	101	112	2.3E-14	T	10-07-2023	IPR002316	Proline-tRNA ligase, class IIa
MNUJ01000003.1_6	8956696942302dea14f02e4b3c6cd638	414	PRINTS	PR01046	Prolyl-tRNA synthetase signature	141	152	2.3E-14	T	10-07-2023	IPR002316	Proline-tRNA ligase, class IIa
MNUJ01000003.1_6	8956696942302dea14f02e4b3c6cd638	414	PRINTS	PR01046	Prolyl-tRNA synthetase signature	131	139	2.3E-14	T	10-07-2023	IPR002316	Proline-tRNA ligase, class IIa
MNUJ01000003.1_6	8956696942302dea14f02e4b3c6cd638	414	PRINTS	PR01046	Prolyl-tRNA synthetase signature	68	86	2.3E-14	T	10-07-2023	IPR002316	Proline-tRNA ligase, class IIa
MNUJ01000003.1_6	8956696942302dea14f02e4b3c6cd638	414	PANTHER	PTHR42753	MITOCHONDRIAL RIBOSOME PROTEIN L39/PROLYL-TRNA LIGASE FAMILY MEMBER	2	394	2.4E-118	T	10-07-2023	-	-
MNUJ01000003.1_6	8956696942302dea14f02e4b3c6cd638	414	CDD	cd00779	ProRS_core_prok	17	302	4.22695E-116	T	10-07-2023	IPR033730	Prokaryote proline-tRNA ligase core domain
MNUJ01000003.1_6	8956696942302dea14f02e4b3c6cd638	414	Pfam	PF03129	Anticodon binding domain	322	396	9.7E-8	T	10-07-2023	IPR004154	Anticodon-binding
MNUJ01000003.1_6	8956696942302dea14f02e4b3c6cd638	414	ProSiteProfiles	PS50862	Aminoacyl-transfer RNA synthetases class-II family profile.	38	314	17.392506	T	10-07-2023	IPR006195	Aminoacyl-tRNA synthetase, class II
MNUJ01000003.1_6	8956696942302dea14f02e4b3c6cd638	414	Gene3D	G3DSA:3.40.50.800	-	306	414	1.5E-20	T	10-07-2023	IPR036621	Anticodon-binding domain superfamily
MNUJ01000003.1_6	8956696942302dea14f02e4b3c6cd638	414	Gene3D	G3DSA:3.30.930.10	Bira Bifunctional Protein; Domain 2	11	305	3.5E-102	T	10-07-2023	IPR045864	Class II Aminoacyl-tRNA synthetase/Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL)
MNUJ01000003.1_6	8956696942302dea14f02e4b3c6cd638	414	SUPERFAMILY	SSF55681	Class II aaRS and biotin synthetases	10	323	1.19E-75	T	10-07-2023	IPR045864	Class II Aminoacyl-tRNA synthetase/Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL)
MNUJ01000017.1_5	a9f19f0cded072e70f263582643abaf2	240	Pfam	PF00515	Tetratricopeptide repeat	149	178	2.3E-7	T	10-07-2023	IPR001440	Tetratricopeptide repeat 1
MNUJ01000017.1_5	a9f19f0cded072e70f263582643abaf2	240	Gene3D	G3DSA:1.25.40.10	Tetratricopeptide repeat domain	37	238	2.0E-25	T	10-07-2023	IPR011990	Tetratricopeptide-like helical domain superfamily
MNUJ01000017.1_5	a9f19f0cded072e70f263582643abaf2	240	ProSiteProfiles	PS50005	TPR repeat profile.	183	216	8.9684	T	10-07-2023	IPR019734	Tetratricopeptide repeat
MNUJ01000017.1_5	a9f19f0cded072e70f263582643abaf2	240	PANTHER	PTHR15704	SUPERKILLER 3 PROTEIN-RELATED	81	188	7.0E-18	T	10-07-2023	IPR039226	Ski3/TTC37
MNUJ01000017.1_5	a9f19f0cded072e70f263582643abaf2	240	Pfam	PF13432	Tetratricopeptide repeat	84	134	0.014	T	10-07-2023	-	-
MNUJ01000017.1_5	a9f19f0cded072e70f263582643abaf2	240	SUPERFAMILY	SSF48452	TPR-like	83	216	7.59E-22	T	10-07-2023	IPR011990	Tetratricopeptide-like helical domain superfamily
MNUJ01000017.1_5	a9f19f0cded072e70f263582643abaf2	240	SMART	SM00028	tpr_5	114	148	1.6	T	10-07-2023	IPR019734	Tetratricopeptide repeat
MNUJ01000017.1_5	a9f19f0cded072e70f263582643abaf2	240	SMART	SM00028	tpr_5	149	182	6.8E-5	T	10-07-2023	IPR019734	Tetratricopeptide repeat
MNUJ01000017.1_5	a9f19f0cded072e70f263582643abaf2	240	SMART	SM00028	tpr_5	183	216	13.0	T	10-07-2023	IPR019734	Tetratricopeptide repeat
MNUJ01000017.1_5	a9f19f0cded072e70f263582643abaf2	240	ProSiteProfiles	PS50005	TPR repeat profile.	149	182	11.534901	T	10-07-2023	IPR019734	Tetratricopeptide repeat
MNUJ01000021.1_6	5fa000091f7739423fca8b187c284206	323	SUPERFAMILY	SSF82171	DPP6 N-terminal domain-like	28	209	2.9E-8	T	10-07-2023	-	-
MNUJ01000032.1_7	2cb481b580d95a3386948c3413081ef2	254	Pfam	PF12679	ABC-2 family transporter protein	44	251	7.8E-19	T	10-07-2023	IPR032688	ABC-2 family transporter protein
MNUJ01000032.1_7	2cb481b580d95a3386948c3413081ef2	254	PANTHER	PTHR37305	INTEGRAL MEMBRANE PROTEIN-RELATED	68	252	3.0E-15	T	10-07-2023	-	-
MNUJ01000025.1_4	6697df6ee53acfe2c20a8030cee1c0f9	368	TIGRFAM	TIGR02614	ftsW: cell division protein FtsW	12	365	9.1E-106	T	10-07-2023	IPR013437	Probable peptidoglycan glycosyltransferase FtsW
MNUJ01000025.1_4	6697df6ee53acfe2c20a8030cee1c0f9	368	Pfam	PF01098	Cell cycle protein	15	366	4.3E-97	T	10-07-2023	IPR001182	Probable peptidoglycan glycosyltransferase FtsW/RodA
MNUJ01000025.1_4	6697df6ee53acfe2c20a8030cee1c0f9	368	PANTHER	PTHR30474	CELL CYCLE PROTEIN	2	365	2.9E-104	T	10-07-2023	IPR001182	Probable peptidoglycan glycosyltransferase FtsW/RodA
MNUJ01000047.1_15	8538fd2250b5d18ae2a1b4be761b825f	217	CDD	cd05403	NT_KNTase_like	13	60	3.53865E-6	T	10-07-2023	-	-
MNUJ01000047.1_15	8538fd2250b5d18ae2a1b4be761b825f	217	Pfam	PF01909	Nucleotidyltransferase domain	13	54	2.2E-6	T	10-07-2023	IPR002934	Polymerase, nucleotidyl transferase domain
MNUJ01000047.1_15	8538fd2250b5d18ae2a1b4be761b825f	217	SUPERFAMILY	SSF81301	Nucleotidyltransferase	13	55	1.64E-7	T	10-07-2023	IPR043519	Nucleotidyltransferase superfamily
MNUJ01000047.1_15	8538fd2250b5d18ae2a1b4be761b825f	217	Gene3D	G3DSA:3.30.460.10	Beta Polymerase, domain 2	17	128	2.5E-6	T	10-07-2023	IPR043519	Nucleotidyltransferase superfamily
MNUJ01000056.1_2	fefd05f9f991e034203453ed1c059b97	376	PANTHER	PTHR45947	SULFOQUINOVOSYL TRANSFERASE SQD2	57	335	3.3E-27	T	10-07-2023	-	-
MNUJ01000056.1_2	fefd05f9f991e034203453ed1c059b97	376	Gene3D	G3DSA:3.40.50.2000	Glycogen Phosphorylase B;	198	345	1.3E-34	T	10-07-2023	-	-
MNUJ01000056.1_2	fefd05f9f991e034203453ed1c059b97	376	SUPERFAMILY	SSF53756	UDP-Glycosyltransferase/glycogen phosphorylase	3	365	2.63E-53	T	10-07-2023	-	-
MNUJ01000056.1_2	fefd05f9f991e034203453ed1c059b97	376	Pfam	PF00534	Glycosyl transferases group 1	197	340	7.7E-29	T	10-07-2023	IPR001296	Glycosyl transferase, family 1
MNUJ01000056.1_2	fefd05f9f991e034203453ed1c059b97	376	Gene3D	G3DSA:3.40.50.2000	Glycogen Phosphorylase B;	1	197	2.1E-7	T	10-07-2023	-	-
MNUJ01000008.1_15	4c64415970f3174f654d8ad3ecabf056	342	SUPERFAMILY	SSF54752	RecA protein, C-terminal domain	282	338	4.58E-19	T	10-07-2023	IPR023400	DNA recombination and repair protein RecA, C-terminal
MNUJ01000008.1_15	4c64415970f3174f654d8ad3ecabf056	342	FunFam	G3DSA:3.40.50.300:FF:000087	Recombinase RecA	46	342	8.1E-156	T	10-07-2023	-	-
MNUJ01000008.1_15	4c64415970f3174f654d8ad3ecabf056	342	TIGRFAM	TIGR02012	tigrfam_recA: protein RecA	18	336	8.1E-167	T	10-07-2023	IPR013765	DNA recombination and repair protein RecA
MNUJ01000008.1_15	4c64415970f3174f654d8ad3ecabf056	342	ProSiteProfiles	PS50162	RecA family profile 1.	48	207	40.575565	T	10-07-2023	IPR020588	DNA recombination and repair protein RecA-like, ATP-binding domain
MNUJ01000008.1_15	4c64415970f3174f654d8ad3ecabf056	342	CDD	cd00983	RecA	48	281	1.36506E-155	T	10-07-2023	IPR013765	DNA recombination and repair protein RecA
MNUJ01000008.1_15	4c64415970f3174f654d8ad3ecabf056	342	PANTHER	PTHR45900	RECA	12	341	4.1E-157	T	10-07-2023	IPR013765	DNA recombination and repair protein RecA
MNUJ01000008.1_15	4c64415970f3174f654d8ad3ecabf056	342	Pfam	PF00154	recA bacterial DNA recombination protein	21	281	6.9E-139	T	10-07-2023	IPR013765	DNA recombination and repair protein RecA
MNUJ01000008.1_15	4c64415970f3174f654d8ad3ecabf056	342	Gene3D	G3DSA:3.40.50.300	-	47	341	6.8E-126	T	10-07-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
MNUJ01000008.1_15	4c64415970f3174f654d8ad3ecabf056	342	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	20	280	2.54E-66	T	10-07-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
MNUJ01000008.1_15	4c64415970f3174f654d8ad3ecabf056	342	Hamap	MF_00268	Protein RecA [recA].	18	342	51.409546	T	10-07-2023	IPR013765	DNA recombination and repair protein RecA
MNUJ01000008.1_15	4c64415970f3174f654d8ad3ecabf056	342	ProSiteProfiles	PS50163	RecA family profile 2.	212	285	34.484516	T	10-07-2023	IPR020587	DNA recombination and repair protein RecA, monomer-monomer interface
MNUJ01000008.1_15	4c64415970f3174f654d8ad3ecabf056	342	ProSitePatterns	PS00321	recA signature.	226	234	-	T	10-07-2023	IPR020584	DNA recombination/repair protein RecA, conserved site
MNUJ01000008.1_15	4c64415970f3174f654d8ad3ecabf056	342	SMART	SM00382	AAA_5	70	241	4.1E-7	T	10-07-2023	IPR003593	AAA+ ATPase domain
MNUJ01000008.1_15	4c64415970f3174f654d8ad3ecabf056	342	PRINTS	PR00142	RecA protein signature	140	169	2.2E-84	T	10-07-2023	IPR013765	DNA recombination and repair protein RecA
MNUJ01000008.1_15	4c64415970f3174f654d8ad3ecabf056	342	PRINTS	PR00142	RecA protein signature	256	285	2.2E-84	T	10-07-2023	IPR013765	DNA recombination and repair protein RecA
MNUJ01000008.1_15	4c64415970f3174f654d8ad3ecabf056	342	PRINTS	PR00142	RecA protein signature	310	327	2.2E-84	T	10-07-2023	IPR013765	DNA recombination and repair protein RecA
MNUJ01000008.1_15	4c64415970f3174f654d8ad3ecabf056	342	PRINTS	PR00142	RecA protein signature	106	135	2.2E-84	T	10-07-2023	IPR013765	DNA recombination and repair protein RecA
MNUJ01000008.1_15	4c64415970f3174f654d8ad3ecabf056	342	PRINTS	PR00142	RecA protein signature	178	207	2.2E-84	T	10-07-2023	IPR013765	DNA recombination and repair protein RecA
MNUJ01000008.1_15	4c64415970f3174f654d8ad3ecabf056	342	PRINTS	PR00142	RecA protein signature	223	251	2.2E-84	T	10-07-2023	IPR013765	DNA recombination and repair protein RecA
MNUJ01000004.1_2_1	c3893ceca7c3bc55103f81b9c62d00a8	148	Gene3D	G3DSA:1.10.1270.10	-	6	123	3.6E-16	T	10-07-2023	IPR038116	TrpR-like superfamily
MNUJ01000004.1_2_1	c3893ceca7c3bc55103f81b9c62d00a8	148	SUPERFAMILY	SSF48295	TrpR-like	9	83	5.23E-11	T	10-07-2023	IPR010921	Trp repressor/replication initiator
MNUJ01000004.1_2_1	c3893ceca7c3bc55103f81b9c62d00a8	148	Pfam	PF01371	Trp repressor protein	16	85	8.5E-13	T	10-07-2023	IPR000831	Trp repressor
MNUJ01000008.1_9	046ebf37630a02b77e90a67ff4cf8f05	98	Gene3D	G3DSA:1.20.1440.60	-	6	98	6.2E-20	T	10-07-2023	IPR036583	23S rRNA-intervening sequence superfamily
MNUJ01000008.1_9	046ebf37630a02b77e90a67ff4cf8f05	98	CDD	cd16376	Avd_like	7	98	1.32603E-17	T	10-07-2023	-	-
MNUJ01000042.1_5	8f41cfb02d7ede64972371b54ecf6a68	170	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	36	130	2.6E-7	T	10-07-2023	IPR013783	Immunoglobulin-like fold
MNUJ01000042.1_5	8f41cfb02d7ede64972371b54ecf6a68	170	MobiDBLite	mobidb-lite	consensus disorder prediction	47	92	-	T	10-07-2023	-	-
MNUJ01000042.1_5	8f41cfb02d7ede64972371b54ecf6a68	170	SUPERFAMILY	SSF49265	Fibronectin type III	89	131	9.92E-5	T	10-07-2023	IPR036116	Fibronectin type III superfamily
MNUJ01000061.1_8	f6a171bbe9ea05c80e8f4dccc43124be	135	TIGRFAM	TIGR01164	rplP_bact: ribosomal protein uL16	2	127	4.0E-55	T	10-07-2023	IPR000114	Ribosomal protein L16
