SMWK01000052.1_orf83678	54c47ba4fc7e3e4a42066c5407932503	734	Pfam	PF11739	Dicarboxylate transport	531	724	1.5E-41	T	24-06-2023	IPR021730	Dicarboxylate transport
SMWK01000120.1_orf17053	c4df6407c01feed4b23b314c3bed90f3	176	MobiDBLite	mobidb-lite	consensus disorder prediction	156	176	-	T	24-06-2023	-	-
SMWK01000058.1_orf85661	3a0df5a3338f3bb34c8c381ca41fe5b9	330	SUPERFAMILY	SSF50129	GroES-like	6	171	1.35E-34	T	24-06-2023	IPR011032	GroES-like superfamily
SMWK01000058.1_orf85661	3a0df5a3338f3bb34c8c381ca41fe5b9	330	SMART	SM00829	PKS_ER_names_mod	16	327	3.8E-15	T	24-06-2023	IPR020843	Polyketide synthase, enoylreductase domain
SMWK01000058.1_orf85661	3a0df5a3338f3bb34c8c381ca41fe5b9	330	Pfam	PF08240	Alcohol dehydrogenase GroES-like domain	34	103	1.5E-7	T	24-06-2023	IPR013154	Alcohol dehydrogenase-like, N-terminal
SMWK01000058.1_orf85661	3a0df5a3338f3bb34c8c381ca41fe5b9	330	Gene3D	G3DSA:3.90.180.10	-	14	327	4.9E-91	T	24-06-2023	-	-
SMWK01000058.1_orf85661	3a0df5a3338f3bb34c8c381ca41fe5b9	330	ProSitePatterns	PS01162	Quinone oxidoreductase / zeta-crystallin signature.	158	179	-	T	24-06-2023	IPR002364	Quinone oxidoreductase/zeta-crystallin, conserved site
SMWK01000058.1_orf85661	3a0df5a3338f3bb34c8c381ca41fe5b9	330	Gene3D	G3DSA:3.40.50.720	-	149	280	4.9E-91	T	24-06-2023	-	-
SMWK01000058.1_orf85661	3a0df5a3338f3bb34c8c381ca41fe5b9	330	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	130	301	1.97E-29	T	24-06-2023	IPR036291	NAD(P)-binding domain superfamily
SMWK01000058.1_orf85661	3a0df5a3338f3bb34c8c381ca41fe5b9	330	Pfam	PF13602	Zinc-binding dehydrogenase	200	327	1.1E-20	T	24-06-2023	-	-
SMWK01000058.1_orf85661	3a0df5a3338f3bb34c8c381ca41fe5b9	330	PANTHER	PTHR44013	ZINC-TYPE ALCOHOL DEHYDROGENASE-LIKE PROTEIN C16A3.02C	7	329	6.7E-63	T	24-06-2023	-	-
SMWK01000058.1_orf85661	3a0df5a3338f3bb34c8c381ca41fe5b9	330	CDD	cd08267	MDR1	10	327	3.61284E-117	T	24-06-2023	-	-
SMWK01000307.1_orf74188	811c3a5470c6483fb79c619dd59cd431	373	Pfam	PF04338	Protein of unknown function, DUF481	166	373	5.7E-40	T	24-06-2023	IPR007433	Protein of unknown function DUF481
SMWK01000043.1_orf81289	2bea7dacf6b37fec2aa48dc00fe467b3	162	MobiDBLite	mobidb-lite	consensus disorder prediction	131	162	-	T	24-06-2023	-	-
SMWK01000043.1_orf81289	2bea7dacf6b37fec2aa48dc00fe467b3	162	MobiDBLite	mobidb-lite	consensus disorder prediction	131	156	-	T	24-06-2023	-	-
SMWK01000043.1_orf81289	2bea7dacf6b37fec2aa48dc00fe467b3	162	MobiDBLite	mobidb-lite	consensus disorder prediction	1	30	-	T	24-06-2023	-	-
SMWK01000043.1_orf81289	2bea7dacf6b37fec2aa48dc00fe467b3	162	MobiDBLite	mobidb-lite	consensus disorder prediction	1	24	-	T	24-06-2023	-	-
SMWK01000305.1_orf73564	60afec40086dab487047ef1f8f98b5aa	674	PANTHER	PTHR23084	PHOSPHATIDYLINOSITOL-4-PHOSPHATE 5-KINASE RELATED	178	276	7.4E-76	T	24-06-2023	-	-
SMWK01000305.1_orf73564	60afec40086dab487047ef1f8f98b5aa	674	SUPERFAMILY	SSF81901	HCP-like	461	641	6.67E-25	T	24-06-2023	-	-
SMWK01000305.1_orf73564	60afec40086dab487047ef1f8f98b5aa	674	Gene3D	G3DSA:2.20.110.10	-	262	315	1.2E-9	T	24-06-2023	-	-
SMWK01000305.1_orf73564	60afec40086dab487047ef1f8f98b5aa	674	Pfam	PF02493	MORN repeat	260	280	1.7E-4	T	24-06-2023	IPR003409	MORN motif
SMWK01000305.1_orf73564	60afec40086dab487047ef1f8f98b5aa	674	Pfam	PF02493	MORN repeat	192	213	1.6E-5	T	24-06-2023	IPR003409	MORN motif
SMWK01000305.1_orf73564	60afec40086dab487047ef1f8f98b5aa	674	Pfam	PF02493	MORN repeat	375	396	3.2E-6	T	24-06-2023	IPR003409	MORN motif
SMWK01000305.1_orf73564	60afec40086dab487047ef1f8f98b5aa	674	Pfam	PF02493	MORN repeat	329	349	0.0031	T	24-06-2023	IPR003409	MORN motif
SMWK01000305.1_orf73564	60afec40086dab487047ef1f8f98b5aa	674	Pfam	PF02493	MORN repeat	215	236	3.1E-4	T	24-06-2023	IPR003409	MORN motif
SMWK01000305.1_orf73564	60afec40086dab487047ef1f8f98b5aa	674	Pfam	PF02493	MORN repeat	352	373	3.5E-5	T	24-06-2023	IPR003409	MORN motif
SMWK01000305.1_orf73564	60afec40086dab487047ef1f8f98b5aa	674	Pfam	PF02493	MORN repeat	238	255	0.37	T	24-06-2023	IPR003409	MORN motif
SMWK01000305.1_orf73564	60afec40086dab487047ef1f8f98b5aa	674	Pfam	PF02493	MORN repeat	306	327	1.6E-6	T	24-06-2023	IPR003409	MORN motif
SMWK01000305.1_orf73564	60afec40086dab487047ef1f8f98b5aa	674	Pfam	PF02493	MORN repeat	283	301	0.0011	T	24-06-2023	IPR003409	MORN motif
SMWK01000305.1_orf73564	60afec40086dab487047ef1f8f98b5aa	674	SUPERFAMILY	SSF82185	Histone H3 K4-specific methyltransferase SET7/9 N-terminal domain	178	252	1.7E-17	T	24-06-2023	-	-
SMWK01000305.1_orf73564	60afec40086dab487047ef1f8f98b5aa	674	SMART	SM00671	sel1	539	574	0.029	T	24-06-2023	IPR006597	Sel1-like repeat
SMWK01000305.1_orf73564	60afec40086dab487047ef1f8f98b5aa	674	SMART	SM00671	sel1	472	507	0.13	T	24-06-2023	IPR006597	Sel1-like repeat
SMWK01000305.1_orf73564	60afec40086dab487047ef1f8f98b5aa	674	SMART	SM00671	sel1	508	538	69.0	T	24-06-2023	IPR006597	Sel1-like repeat
SMWK01000305.1_orf73564	60afec40086dab487047ef1f8f98b5aa	674	SMART	SM00698	morn	190	211	0.092	T	24-06-2023	IPR003409	MORN motif
SMWK01000305.1_orf73564	60afec40086dab487047ef1f8f98b5aa	674	SMART	SM00698	morn	258	279	0.012	T	24-06-2023	IPR003409	MORN motif
SMWK01000305.1_orf73564	60afec40086dab487047ef1f8f98b5aa	674	SMART	SM00698	morn	304	325	6.8E-4	T	24-06-2023	IPR003409	MORN motif
SMWK01000305.1_orf73564	60afec40086dab487047ef1f8f98b5aa	674	SMART	SM00698	morn	236	257	3.3	T	24-06-2023	IPR003409	MORN motif
SMWK01000305.1_orf73564	60afec40086dab487047ef1f8f98b5aa	674	SMART	SM00698	morn	281	302	0.0098	T	24-06-2023	IPR003409	MORN motif
SMWK01000305.1_orf73564	60afec40086dab487047ef1f8f98b5aa	674	SMART	SM00698	morn	350	371	5.2E-4	T	24-06-2023	IPR003409	MORN motif
SMWK01000305.1_orf73564	60afec40086dab487047ef1f8f98b5aa	674	SMART	SM00698	morn	327	348	0.34	T	24-06-2023	IPR003409	MORN motif
SMWK01000305.1_orf73564	60afec40086dab487047ef1f8f98b5aa	674	SMART	SM00698	morn	213	234	0.0097	T	24-06-2023	IPR003409	MORN motif
SMWK01000305.1_orf73564	60afec40086dab487047ef1f8f98b5aa	674	SMART	SM00698	morn	373	394	0.0019	T	24-06-2023	IPR003409	MORN motif
SMWK01000305.1_orf73564	60afec40086dab487047ef1f8f98b5aa	674	Gene3D	G3DSA:2.20.110.10	-	329	451	4.5E-11	T	24-06-2023	-	-
SMWK01000305.1_orf73564	60afec40086dab487047ef1f8f98b5aa	674	Gene3D	G3DSA:2.20.110.10	-	175	254	3.0E-7	T	24-06-2023	-	-
SMWK01000305.1_orf73564	60afec40086dab487047ef1f8f98b5aa	674	SUPERFAMILY	SSF82185	Histone H3 K4-specific methyltransferase SET7/9 N-terminal domain	305	428	2.75E-31	T	24-06-2023	-	-
SMWK01000305.1_orf73564	60afec40086dab487047ef1f8f98b5aa	674	Pfam	PF08238	Sel1 repeat	544	573	0.0039	T	24-06-2023	IPR006597	Sel1-like repeat
SMWK01000305.1_orf73564	60afec40086dab487047ef1f8f98b5aa	674	Pfam	PF08238	Sel1 repeat	475	506	0.31	T	24-06-2023	IPR006597	Sel1-like repeat
SMWK01000305.1_orf73564	60afec40086dab487047ef1f8f98b5aa	674	Pfam	PF08238	Sel1 repeat	519	538	34.0	T	24-06-2023	IPR006597	Sel1-like repeat
SMWK01000305.1_orf73564	60afec40086dab487047ef1f8f98b5aa	674	Gene3D	G3DSA:1.25.40.10	Tetratricopeptide repeat domain	456	664	1.3E-28	T	24-06-2023	IPR011990	Tetratricopeptide-like helical domain superfamily
SMWK01000276.1_orf62991	51fee2bc6c90d48c4316254f8820b8f2	365	Pfam	PF05721	Phytanoyl-CoA dioxygenase (PhyH)	200	300	1.3E-21	T	24-06-2023	IPR008775	Phytanoyl-CoA dioxygenase-like
SMWK01000276.1_orf62991	51fee2bc6c90d48c4316254f8820b8f2	365	SUPERFAMILY	SSF51197	Clavaminate synthase-like	106	341	2.01E-40	T	24-06-2023	-	-
SMWK01000276.1_orf62991	51fee2bc6c90d48c4316254f8820b8f2	365	Gene3D	G3DSA:2.60.120.620	q2cbj1_9rhob like domain	89	355	6.8E-69	T	24-06-2023	-	-
SMWK01000276.1_orf62991	51fee2bc6c90d48c4316254f8820b8f2	365	PANTHER	PTHR20883	PHYTANOYL-COA DIOXYGENASE DOMAIN CONTAINING 1	205	310	5.4E-12	T	24-06-2023	-	-
SMWK01000189.1_orf37180	a2c8dedc490ad57cdf88b97f81dae728	719	Pfam	PF13360	PQQ-like domain	606	702	6.9E-6	T	24-06-2023	IPR002372	Pyrrolo-quinoline quinone repeat
SMWK01000189.1_orf37180	a2c8dedc490ad57cdf88b97f81dae728	719	Pfam	PF13360	PQQ-like domain	121	256	2.4E-6	T	24-06-2023	IPR002372	Pyrrolo-quinoline quinone repeat
SMWK01000189.1_orf37180	a2c8dedc490ad57cdf88b97f81dae728	719	PANTHER	PTHR32303	QUINOPROTEIN ALCOHOL DEHYDROGENASE (CYTOCHROME C)	54	687	4.9E-41	T	24-06-2023	-	-
SMWK01000189.1_orf37180	a2c8dedc490ad57cdf88b97f81dae728	719	SUPERFAMILY	SSF46626	Cytochrome c	502	569	7.59E-13	T	24-06-2023	IPR036909	Cytochrome c-like domain superfamily
SMWK01000189.1_orf37180	a2c8dedc490ad57cdf88b97f81dae728	719	ProSiteProfiles	PS51007	Cytochrome c family profile.	493	588	8.579891	T	24-06-2023	IPR009056	Cytochrome c-like domain
SMWK01000189.1_orf37180	a2c8dedc490ad57cdf88b97f81dae728	719	SUPERFAMILY	SSF50998	Quinoprotein alcohol dehydrogenase-like	61	707	6.54E-131	T	24-06-2023	IPR011047	Quinoprotein alcohol dehydrogenase-like superfamily
SMWK01000189.1_orf37180	a2c8dedc490ad57cdf88b97f81dae728	719	Pfam	PF13442	Cytochrome C oxidase, cbb3-type, subunit III	502	567	5.1E-10	T	24-06-2023	IPR009056	Cytochrome c-like domain
SMWK01000189.1_orf37180	a2c8dedc490ad57cdf88b97f81dae728	719	Gene3D	G3DSA:2.140.10.10	-	570	719	5.3E-32	T	24-06-2023	-	-
SMWK01000189.1_orf37180	a2c8dedc490ad57cdf88b97f81dae728	719	Gene3D	G3DSA:1.10.760.10	-	505	564	8.0E-13	T	24-06-2023	IPR036909	Cytochrome c-like domain superfamily
SMWK01000189.1_orf37180	a2c8dedc490ad57cdf88b97f81dae728	719	Gene3D	G3DSA:2.140.10.10	-	55	504	1.2E-105	T	24-06-2023	-	-
SMWK01000189.1_orf37180	a2c8dedc490ad57cdf88b97f81dae728	719	SMART	SM00564	ire1_9	121	152	40.0	T	24-06-2023	IPR018391	Pyrrolo-quinoline quinone beta-propeller repeat
SMWK01000189.1_orf37180	a2c8dedc490ad57cdf88b97f81dae728	719	SMART	SM00564	ire1_9	577	623	660.0	T	24-06-2023	IPR018391	Pyrrolo-quinoline quinone beta-propeller repeat
SMWK01000189.1_orf37180	a2c8dedc490ad57cdf88b97f81dae728	719	SMART	SM00564	ire1_9	643	676	0.0092	T	24-06-2023	IPR018391	Pyrrolo-quinoline quinone beta-propeller repeat
SMWK01000189.1_orf37180	a2c8dedc490ad57cdf88b97f81dae728	719	SMART	SM00564	ire1_9	219	258	0.52	T	24-06-2023	IPR018391	Pyrrolo-quinoline quinone beta-propeller repeat
SMWK01000189.1_orf37180	a2c8dedc490ad57cdf88b97f81dae728	719	SMART	SM00564	ire1_9	311	338	2.5	T	24-06-2023	IPR018391	Pyrrolo-quinoline quinone beta-propeller repeat
SMWK01000122.1_orf17452	67b2e0b1be8df8bf054e81c77a2c70d6	142	MobiDBLite	mobidb-lite	consensus disorder prediction	65	84	-	T	24-06-2023	-	-
SMWK01000203.1_orf41531	935086cd688841d7a92c69384a012b42	351	Hamap	MF_00301	Homoserine kinase [thrB].	5	351	70.390976	T	24-06-2023	IPR005280	Homoserine kinase, type II
SMWK01000203.1_orf41531	935086cd688841d7a92c69384a012b42	351	Gene3D	G3DSA:3.30.200.20	Phosphorylase Kinase; domain 1	27	129	1.5E-18	T	24-06-2023	-	-
SMWK01000203.1_orf41531	935086cd688841d7a92c69384a012b42	351	Gene3D	G3DSA:3.90.1200.10	-	132	344	9.8E-51	T	24-06-2023	-	-
SMWK01000203.1_orf41531	935086cd688841d7a92c69384a012b42	351	SUPERFAMILY	SSF56112	Protein kinase-like (PK-like)	30	336	4.25E-54	T	24-06-2023	IPR011009	Protein kinase-like domain superfamily
SMWK01000203.1_orf41531	935086cd688841d7a92c69384a012b42	351	CDD	cd05153	HomoserineK_II	36	336	2.69017E-78	T	24-06-2023	IPR005280	Homoserine kinase, type II
SMWK01000203.1_orf41531	935086cd688841d7a92c69384a012b42	351	Pfam	PF01636	Phosphotransferase enzyme family	56	281	1.0E-24	T	24-06-2023	IPR002575	Aminoglycoside phosphotransferase
SMWK01000203.1_orf41531	935086cd688841d7a92c69384a012b42	351	PANTHER	PTHR21064	UNCHARACTERIZED	55	301	1.5E-20	T	24-06-2023	-	-
SMWK01000219.1_orf45104	4259a7fe1dae4bb0505bdf848f867fd8	269	Gene3D	G3DSA:3.30.420.40	-	1	38	4.0E-9	T	24-06-2023	-	-
SMWK01000219.1_orf45104	4259a7fe1dae4bb0505bdf848f867fd8	269	PANTHER	PTHR34847	NODULATION PROTEIN U	2	266	1.1E-99	T	24-06-2023	-	-
SMWK01000219.1_orf45104	4259a7fe1dae4bb0505bdf848f867fd8	269	Gene3D	G3DSA:3.90.870.20	-	58	264	5.9E-78	T	24-06-2023	IPR038152	Carbamoyltransferase, C-terminal domain superfamily
SMWK01000219.1_orf45104	4259a7fe1dae4bb0505bdf848f867fd8	269	Pfam	PF02543	Carbamoyltransferase N-terminus	2	44	3.3E-9	T	24-06-2023	IPR003696	Carbamoyltransferase
SMWK01000219.1_orf45104	4259a7fe1dae4bb0505bdf848f867fd8	269	Pfam	PF16861	Carbamoyltransferase C-terminus	96	265	4.2E-65	T	24-06-2023	IPR031730	Carbamoyltransferase, C-terminal
SMWK01000268.1_orf59931	03685924d177b7fa6b613f0e4bb22ac0	440	Pfam	PF05193	Peptidase M16 inactive domain	181	348	7.7E-6	T	24-06-2023	IPR007863	Peptidase M16, C-terminal
SMWK01000268.1_orf59931	03685924d177b7fa6b613f0e4bb22ac0	440	Gene3D	G3DSA:3.30.830.10	-	1	377	1.9E-105	T	24-06-2023	-	-
SMWK01000268.1_orf59931	03685924d177b7fa6b613f0e4bb22ac0	440	SUPERFAMILY	SSF63411	LuxS/MPP-like metallohydrolase	235	423	6.05E-30	T	24-06-2023	IPR011249	Metalloenzyme, LuxS/M16 peptidase-like
SMWK01000268.1_orf59931	03685924d177b7fa6b613f0e4bb22ac0	440	Gene3D	G3DSA:3.30.830.10	-	147	399	1.9E-105	T	24-06-2023	-	-
SMWK01000268.1_orf59931	03685924d177b7fa6b613f0e4bb22ac0	440	Pfam	PF16187	Middle or third domain of peptidase_M16	1	172	3.3E-45	T	24-06-2023	IPR032632	Peptidase M16, middle/third domain
SMWK01000268.1_orf59931	03685924d177b7fa6b613f0e4bb22ac0	440	SUPERFAMILY	SSF63411	LuxS/MPP-like metallohydrolase	1	223	3.67E-44	T	24-06-2023	IPR011249	Metalloenzyme, LuxS/M16 peptidase-like
SMWK01000268.1_orf59931	03685924d177b7fa6b613f0e4bb22ac0	440	PANTHER	PTHR43690	NARDILYSIN	1	399	5.5E-71	T	24-06-2023	-	-
SMWK01000119.1_orf16903	1ba744b287d6ccee5a8d88740855fe1e	777	SUPERFAMILY	SSF82866	Multidrug efflux transporter AcrB transmembrane domain	157	381	2.09E-26	T	24-06-2023	-	-
SMWK01000119.1_orf16903	1ba744b287d6ccee5a8d88740855fe1e	777	ProSiteProfiles	PS50156	Sterol-sensing domain (SSD) profile.	255	375	9.672333	T	24-06-2023	IPR000731	Sterol-sensing domain
SMWK01000119.1_orf16903	1ba744b287d6ccee5a8d88740855fe1e	777	Pfam	PF03176	MMPL family	547	757	1.9E-9	T	24-06-2023	IPR004869	Membrane transport protein MMPL domain
SMWK01000119.1_orf16903	1ba744b287d6ccee5a8d88740855fe1e	777	Pfam	PF03176	MMPL family	132	383	1.9E-16	T	24-06-2023	IPR004869	Membrane transport protein MMPL domain
SMWK01000119.1_orf16903	1ba744b287d6ccee5a8d88740855fe1e	777	Gene3D	G3DSA:1.20.1640.10	Multidrug efflux transporter AcrB transmembrane domain	584	764	2.4E-28	T	24-06-2023	-	-
SMWK01000119.1_orf16903	1ba744b287d6ccee5a8d88740855fe1e	777	SUPERFAMILY	SSF82866	Multidrug efflux transporter AcrB transmembrane domain	569	764	1.57E-30	T	24-06-2023	-	-
SMWK01000119.1_orf16903	1ba744b287d6ccee5a8d88740855fe1e	777	PANTHER	PTHR33406	MEMBRANE PROTEIN MJ1562-RELATED	154	496	1.4E-38	T	24-06-2023	-	-
SMWK01000119.1_orf16903	1ba744b287d6ccee5a8d88740855fe1e	777	Gene3D	G3DSA:1.20.1640.10	Multidrug efflux transporter AcrB transmembrane domain	185	381	5.1E-25	T	24-06-2023	-	-
SMWK01000119.1_orf16903	1ba744b287d6ccee5a8d88740855fe1e	777	ProSiteProfiles	PS50156	Sterol-sensing domain (SSD) profile.	656	758	9.445219	T	24-06-2023	IPR000731	Sterol-sensing domain
SMWK01000207.1_orf42566	7694d6cc044bbe090f737de3b8bdb022	918	Pfam	PF00330	Aconitase family (aconitate hydratase)	102	585	4.1E-178	T	24-06-2023	IPR001030	Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha domain
SMWK01000207.1_orf42566	7694d6cc044bbe090f737de3b8bdb022	918	SUPERFAMILY	SSF53732	Aconitase iron-sulfur domain	28	648	1.31E-219	T	24-06-2023	IPR036008	Aconitase, iron-sulfur domain
SMWK01000207.1_orf42566	7694d6cc044bbe090f737de3b8bdb022	918	CDD	cd01580	AcnA_IRP_Swivel	688	856	7.58343E-109	T	24-06-2023	IPR044137	Aconitase A, swivel domain
SMWK01000207.1_orf42566	7694d6cc044bbe090f737de3b8bdb022	918	ProSitePatterns	PS01244	Aconitase family signature 2.	516	529	-	T	24-06-2023	IPR018136	Aconitase family, 4Fe-4S cluster binding site
SMWK01000207.1_orf42566	7694d6cc044bbe090f737de3b8bdb022	918	Gene3D	G3DSA:6.10.190.10	-	614	670	7.8E-17	T	24-06-2023	-	-
SMWK01000207.1_orf42566	7694d6cc044bbe090f737de3b8bdb022	918	SUPERFAMILY	SSF52016	LeuD/IlvD-like	657	913	1.0E-80	T	24-06-2023	-	-
SMWK01000207.1_orf42566	7694d6cc044bbe090f737de3b8bdb022	918	Gene3D	G3DSA:3.20.19.10	Aconitase, domain 4	673	915	9.6E-97	T	24-06-2023	IPR015928	Aconitase/3-isopropylmalate dehydratase, swivel
SMWK01000207.1_orf42566	7694d6cc044bbe090f737de3b8bdb022	918	FunFam	G3DSA:3.30.499.10:FF:000020	Aconitate hydratase A	399	613	1.1E-100	T	24-06-2023	-	-
SMWK01000207.1_orf42566	7694d6cc044bbe090f737de3b8bdb022	918	CDD	cd01586	AcnA_IRP	110	587	0.0	T	24-06-2023	-	-
SMWK01000207.1_orf42566	7694d6cc044bbe090f737de3b8bdb022	918	FunFam	G3DSA:3.20.19.10:FF:000001	Aconitate hydratase	675	915	4.9E-106	T	24-06-2023	-	-
SMWK01000207.1_orf42566	7694d6cc044bbe090f737de3b8bdb022	918	Pfam	PF00694	Aconitase C-terminal domain	712	839	1.9E-45	T	24-06-2023	IPR000573	Aconitase A/isopropylmalate dehydratase small subunit, swivel domain
SMWK01000207.1_orf42566	7694d6cc044bbe090f737de3b8bdb022	918	TIGRFAM	TIGR01341	aconitase_1: aconitate hydratase 1	43	913	0.0	T	24-06-2023	IPR006249	Aconitase/Iron-responsive element-binding protein 2
SMWK01000207.1_orf42566	7694d6cc044bbe090f737de3b8bdb022	918	FunFam	G3DSA:3.30.499.10:FF:000002	Aconitate hydratase	29	398	5.4E-169	T	24-06-2023	-	-
SMWK01000207.1_orf42566	7694d6cc044bbe090f737de3b8bdb022	918	Gene3D	G3DSA:3.30.499.10	Aconitase, domain 3	399	613	3.5E-99	T	24-06-2023	IPR015931	Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha, subdomain 1/3
SMWK01000207.1_orf42566	7694d6cc044bbe090f737de3b8bdb022	918	PRINTS	PR00415	Aconitase family signature	516	529	5.1E-44	T	24-06-2023	IPR001030	Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha domain
SMWK01000207.1_orf42566	7694d6cc044bbe090f737de3b8bdb022	918	PRINTS	PR00415	Aconitase family signature	454	465	5.1E-44	T	24-06-2023	IPR001030	Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha domain
SMWK01000207.1_orf42566	7694d6cc044bbe090f737de3b8bdb022	918	PRINTS	PR00415	Aconitase family signature	228	241	5.1E-44	T	24-06-2023	IPR001030	Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha domain
SMWK01000207.1_orf42566	7694d6cc044bbe090f737de3b8bdb022	918	PRINTS	PR00415	Aconitase family signature	304	317	5.1E-44	T	24-06-2023	IPR001030	Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha domain
SMWK01000207.1_orf42566	7694d6cc044bbe090f737de3b8bdb022	918	PRINTS	PR00415	Aconitase family signature	318	331	5.1E-44	T	24-06-2023	IPR001030	Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha domain
SMWK01000207.1_orf42566	7694d6cc044bbe090f737de3b8bdb022	918	PRINTS	PR00415	Aconitase family signature	195	203	5.1E-44	T	24-06-2023	IPR001030	Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha domain
SMWK01000207.1_orf42566	7694d6cc044bbe090f737de3b8bdb022	918	PRINTS	PR00415	Aconitase family signature	398	412	5.1E-44	T	24-06-2023	IPR001030	Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha domain
SMWK01000207.1_orf42566	7694d6cc044bbe090f737de3b8bdb022	918	PRINTS	PR00415	Aconitase family signature	171	184	5.1E-44	T	24-06-2023	IPR001030	Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha domain
SMWK01000207.1_orf42566	7694d6cc044bbe090f737de3b8bdb022	918	PRINTS	PR00415	Aconitase family signature	242	257	5.1E-44	T	24-06-2023	IPR001030	Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha domain
SMWK01000207.1_orf42566	7694d6cc044bbe090f737de3b8bdb022	918	PANTHER	PTHR11670	ACONITASE/IRON-RESPONSIVE ELEMENT FAMILY MEMBER	38	913	0.0	T	24-06-2023	IPR006249	Aconitase/Iron-responsive element-binding protein 2
SMWK01000207.1_orf42566	7694d6cc044bbe090f737de3b8bdb022	918	ProSitePatterns	PS00450	Aconitase family signature 1.	450	466	-	T	24-06-2023	IPR018136	Aconitase family, 4Fe-4S cluster binding site
SMWK01000207.1_orf42566	7694d6cc044bbe090f737de3b8bdb022	918	Gene3D	G3DSA:3.30.499.10	Aconitase, domain 3	30	398	3.3E-161	T	24-06-2023	IPR015931	Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha, subdomain 1/3
SMWK01000064.1_orf86991	e6693e125597cb1015d65227ef1c1bee	169	MobiDBLite	mobidb-lite	consensus disorder prediction	13	109	-	T	24-06-2023	-	-
SMWK01000064.1_orf86991	e6693e125597cb1015d65227ef1c1bee	169	MobiDBLite	mobidb-lite	consensus disorder prediction	1	109	-	T	24-06-2023	-	-
SMWK01000138.1_orf20946	a051a9626c5c41446178a8eb4c2fe33f	522	SUPERFAMILY	SSF161098	MetI-like	306	490	1.44E-22	T	24-06-2023	IPR035906	MetI-like superfamily
SMWK01000138.1_orf20946	a051a9626c5c41446178a8eb4c2fe33f	522	MobiDBLite	mobidb-lite	consensus disorder prediction	124	144	-	T	24-06-2023	-	-
SMWK01000138.1_orf20946	a051a9626c5c41446178a8eb4c2fe33f	522	MobiDBLite	mobidb-lite	consensus disorder prediction	25	41	-	T	24-06-2023	-	-
SMWK01000138.1_orf20946	a051a9626c5c41446178a8eb4c2fe33f	522	Gene3D	G3DSA:1.10.3720.10	-	303	506	6.3E-18	T	24-06-2023	IPR035906	MetI-like superfamily
SMWK01000138.1_orf20946	a051a9626c5c41446178a8eb4c2fe33f	522	ProSiteProfiles	PS50928	ABC transporter integral membrane type-1 domain profile.	308	497	19.532305	T	24-06-2023	IPR000515	ABC transporter type 1, transmembrane domain MetI-like
SMWK01000138.1_orf20946	a051a9626c5c41446178a8eb4c2fe33f	522	MobiDBLite	mobidb-lite	consensus disorder prediction	113	153	-	T	24-06-2023	-	-
SMWK01000138.1_orf20946	a051a9626c5c41446178a8eb4c2fe33f	522	PANTHER	PTHR43386	OLIGOPEPTIDE TRANSPORT SYSTEM PERMEASE PROTEIN APPC	226	505	9.3E-95	T	24-06-2023	-	-
SMWK01000138.1_orf20946	a051a9626c5c41446178a8eb4c2fe33f	522	MobiDBLite	mobidb-lite	consensus disorder prediction	14	41	-	T	24-06-2023	-	-
SMWK01000138.1_orf20946	a051a9626c5c41446178a8eb4c2fe33f	522	CDD	cd06261	TM_PBP2	308	490	2.10666E-24	T	24-06-2023	IPR000515	ABC transporter type 1, transmembrane domain MetI-like
SMWK01000138.1_orf20946	a051a9626c5c41446178a8eb4c2fe33f	522	Pfam	PF00528	Binding-protein-dependent transport system inner membrane component	326	502	9.4E-24	T	24-06-2023	IPR000515	ABC transporter type 1, transmembrane domain MetI-like
SMWK01000142.1_orf21859	92a6e31fa2d628ed20a9ea9d1b489c82	479	Pfam	PF03929	PepSY-associated TM region	19	473	6.4E-16	T	24-06-2023	IPR005625	PepSY-associated TM protein
SMWK01000142.1_orf21859	92a6e31fa2d628ed20a9ea9d1b489c82	479	PANTHER	PTHR34219	IRON-REGULATED INNER MEMBRANE PROTEIN-RELATED	15	477	1.0E-32	T	24-06-2023	IPR005625	PepSY-associated TM protein
SMWK01000144.1_orf22081	6be5e38fb9e549bcab7623d22f5f1fb9	590	PANTHER	PTHR40269	OUTER MEMBRANE PROTEIN-RELATED	41	567	4.7E-49	T	24-06-2023	IPR021728	Protein of unknown function DUF3300
SMWK01000144.1_orf22081	6be5e38fb9e549bcab7623d22f5f1fb9	590	MobiDBLite	mobidb-lite	consensus disorder prediction	520	537	-	T	24-06-2023	-	-
