KO	prodigal_RW1	prodigal_GIC31	prodigal_Rleg	prodigal_RW2	prodigal_DJ
K00822: E2.6.1.18; beta-alanine--pyruvate transaminase	0	4	4	4	4
K08851: TP53RK, PRPK, BUD32; TP53 regulating kinase and related kinases	0	2	2	2	2
K00537: arsC; arsenate reductase (glutaredoxin)	0	1	2	1	2
K15765: tmoF, tbuC, touF; toluene monooxygenase electron transfer component	0	2	4	2	4
K02615: paaJ; 3-oxo-5,6-didehydrosuberyl-CoA/3-oxoadipyl-CoA thiolase	0	1	1	1	1
K05361: GPX4; phospholipid-hydroperoxide glutathione peroxidase	0	2	2	2	2
K00887: dgkA; undecaprenol kinase	0	1	1	1	1
K15016: K15016; enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase	0	1	1	1	1
K14535: TAF9; transcription initiation factor TFIID subunit 9	0	2	2	2	2
K15878: K15878, narB; rieske iron-sulfur protein	0	1	0	1	1
K01736: aroC; chorismate synthase	0	1	1	1	1
K01918: panC; pantoate--beta-alanine ligase	0	4	4	4	4
K13799: panC-cmk; pantoate ligase / CMP/dCMP kinase	0	6	6	6	6
K05887: ydiB; quinate/shikimate dehydrogenase	0	1	1	1	1
K06949: rsgA, engC; ribosome biogenesis GTPase / thiamine phosphate phosphatase	0	2	2	2	2
K07816: E2.7.6.5X; putative GTP pyrophosphokinase	0	1	1	1	1
K01244: MTN; 5'-methylthioadenosine nucleosidase	0	1	0	1	1
K01062: PLA2G7, PAFAH; platelet-activating factor acetylhydrolase	0	1	1	1	1
K03918: lat; L-lysine 6-transaminase	0	1	1	1	1
K06637: BUB1B, BUBR1, MAD3L; mitotic checkpoint serine/threonine-protein kinase BUB1 beta	0	4	0	4	4
K05873: cyaB; adenylate cyclase, class 2	0	1	1	1	1
K02004: ABC.CD.P; putative ABC transport system permease protein	0	1	1	1	1
K05685: macB; macrolide transport system ATP-binding/permease protein	0	2	2	2	2
K06941: rlmN; 23S rRNA (adenine2503-C2)-methyltransferase	0	1	1	1	1
K01478: arcA; arginine deiminase	0	1	1	1	0
K13240: NOS1; nitric-oxide synthase, brain	0	12	72	12	72
K01224: E3.2.1.89; arabinogalactan endo-1,4-beta-galactosidase	0	1	1	1	0
K02555: MIH1; M-phase inducer tyrosine phosphatase	0	4	4	4	4
K05866: CDC25B; M-phase inducer phosphatase 2	0	7	7	7	7
K06645: CDC25A; M-phase inducer phosphatase 1	0	8	8	8	8
K05867: CDC25C; M-phase inducer phosphatase 3	0	8	8	8	8
K00621: GNPNAT1, GNA1; glucosamine-phosphate N-acetyltransferase	0	1	1	1	1
K01241: amn; AMP nucleosidase	0	1	1	1	1
K02055: ABC.SP.S; putative spermidine/putrescine transport system substrate-binding protein	0	2	2	2	2
K00124: fdoH, fdsB; formate dehydrogenase iron-sulfur subunit	0	0	8	6	10
K00106: XDH; xanthine dehydrogenase/oxidase	0	0	10	0	10
K01677: E4.2.1.2AA, fumA; fumarate hydratase subunit alpha	0	0	3	0	3
K05299: fdhA; formate dehydrogenase (NADP+) alpha subunit	0	0	4	4	4
K03519: coxM, cutM; aerobic carbon-monoxide dehydrogenase medium subunit	0	0	2	0	2
K01625: eda; 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase	0	0	2	0	2
K14596: crtX; zeaxanthin glucosyltransferase	0	0	2	0	2
K01474: hyuB; N-methylhydantoinase B	0	0	1	0	1
K00203: fwdD, fmdD; formylmethanofuran dehydrogenase subunit D	0	0	5	3	3
K00201: fwdB, fmdB; formylmethanofuran dehydrogenase subunit B	0	0	4	4	4
K03518: coxS; aerobic carbon-monoxide dehydrogenase small subunit	0	0	2	0	2
K06282: hyaA, hybO; hydrogenase small subunit	0	0	2	0	2
K07559: kptA; putative RNA 2'-phosphotransferase	0	0	1	0	0
K13482: xdhB; xanthine dehydrogenase large subunit	0	0	3	0	3
K03936: NDUFS3; NADH dehydrogenase (ubiquinone) Fe-S protein 3	0	0	11	0	11
K05549: benA-xylX; benzoate/toluate 1,2-dioxygenase subunit alpha	0	0	6	0	6
K03381: catA; catechol 1,2-dioxygenase	0	0	8	0	8
K04098: chqB; hydroxyquinol 1,2-dioxygenase	0	0	4	0	4
K00205: fwdF, fmdF; 4Fe-4S ferredoxin	0	0	3	2	3
K00331: nuoB; NADH-quinone oxidoreductase subunit B	0	0	6	0	6
K13380: nuoBCD; NADH-quinone oxidoreductase subunit B/C/D	0	0	5	0	5
K05582: ndhK; NAD(P)H-quinone oxidoreductase subunit K	0	0	2	0	2
K00443: frhG; coenzyme F420 hydrogenase subunit gamma	0	0	9	5	9
K00697: otsA; trehalose 6-phosphate synthase	0	0	4	0	4
K03940: NDUFS7; NADH dehydrogenase (ubiquinone) Fe-S protein 7	0	0	22	0	22
K03047: rpoD; DNA-directed RNA polymerase subunit D	0	0	2	2	2
K05884: comC; L-2-hydroxycarboxylate dehydrogenase (NAD+)	0	0	1	0	1
K05580: ndhI; NAD(P)H-quinone oxidoreductase subunit I	0	0	16	1	17
K00338: nuoI; NADH-quinone oxidoreductase subunit I	0	0	22	1	23
K00337: nuoH; NADH-quinone oxidoreductase subunit H	0	0	7	0	7
K00087: ygeS, xdhA; xanthine dehydrogenase molybdenum-binding subunit	0	0	2	0	2
K03934: NDUFS1; NADH dehydrogenase (ubiquinone) Fe-S protein 1	0	0	22	11	22
K00336: nuoG; NADH-quinone oxidoreductase subunit G	0	0	6	1	6
K00204: fwdH; 4Fe-4S ferredoxin	0	0	2	2	2
K13481: xdhA; xanthine dehydrogenase small subunit	0	0	3	0	3
K13602: bchR; bacteriochlorophyllide d C-12(1)-methyltransferase	0	0	1	0	1
K00441: frhB; coenzyme F420 hydrogenase subunit beta	0	0	9	3	9
K01429: ureB; urease subunit beta	0	0	9	0	9
K01430: ureA; urease subunit gamma	0	0	12	0	12
K14048: ureAB; urease subunit gamma/beta	0	0	12	0	12
K01574: adc; acetoacetate decarboxylase	0	0	2	0	0
K01685: uxaA; altronate hydrolase	0	0	1	0	1
K00211: TYR1; prephenate dehydrogenase (NADP+)	0	0	1	0	0
K01027: OXCT; 3-oxoacid CoA-transferase	0	0	12	0	12
K00547: mmuM, BHMT2; homocysteine S-methyltransferase	0	0	1	0	1
K01029: E2.8.3.5B, scoB; 3-oxoacid CoA-transferase subunit B	0	0	9	0	9
K02567: napA; nitrate reductase (cytochrome)	0	0	7	7	7
K01805: xylA; xylose isomerase	0	0	2	0	2
K02813: sorB; sorbose PTS system EIIB component	0	0	3	0	0
K11194: levD; fructose PTS system EIIA component	0	0	3	0	0
K06134: COQ7; 3-demethoxyubiquinol 3-hydroxylase	0	0	1	0	1
K05864: PPID, CYPD; peptidyl-prolyl isomerase D	0	0	18	0	6
K01800: maiA, GSTZ1; maleylacetoacetate isomerase	0	0	4	0	4
K03941: NDUFS8; NADH dehydrogenase (ubiquinone) Fe-S protein 8	0	0	132	0	132
K00332: nuoC; NADH-quinone oxidoreductase subunit C	0	0	8	0	8
K02517: lpxL, htrB; Kdo2-lipid IVA lauroyltransferase/acyltransferase	0	0	4	0	4
K02591: nifK; nitrogenase molybdenum-iron protein beta chain	0	0	2	0	2
K02586: nifD; nitrogenase molybdenum-iron protein alpha chain	0	0	2	0	4
K01580: E4.1.1.15, gadB, gadA, GAD; glutamate decarboxylase	0	0	7	0	7
K00370: narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit	0	0	9	9	9
K00171: porD; pyruvate ferredoxin oxidoreductase delta subunit	0	0	72	32	72
K00172: porC, porG; pyruvate ferredoxin oxidoreductase gamma subunit	0	0	48	16	48
K03937: NDUFS4; NADH dehydrogenase (ubiquinone) Fe-S protein 4	0	0	11	0	0
K05588: hoxU; bidirectional [NiFe] hydrogenase diaphorase subunit	0	0	5	1	5
K01218: gmuG; mannan endo-1,4-beta-mannosidase	0	0	2	0	0
K01676: E4.2.1.2A, fumA, fumB; fumarate hydratase, class I	0	0	6	0	6
K01678: E4.2.1.2AB, fumB; fumarate hydratase subunit beta	0	0	6	0	6
K00335: nuoF; NADH-quinone oxidoreductase subunit F	0	0	13	1	14
K01213: E3.2.1.67; galacturan 1,4-alpha-galacturonidase	0	0	1	0	0
K08689: bphAa, bphA1, bphA; biphenyl 2,3-dioxygenase subunit alpha	0	0	1	0	1
K11260: fwdG; 4Fe-4S ferredoxin	0	0	2	1	2
K01184: E3.2.1.15; polygalacturonase	0	0	1	0	0
K09252: FAEB; feruloyl esterase	0	0	1	0	1
K01730: ogl; oligogalacturonide lyase	0	0	1	0	1
K07127: uraH, pucM, hiuH; 5-hydroxyisourate hydrolase	0	0	4	0	4
K04382: PPP2C; serine/threonine-protein phosphatase 2A catalytic subunit	0	0	52	0	52
K00957: cysD; sulfate adenylyltransferase subunit 2	0	0	4	0	4
K11943: nidA; PAH dioxygenase large subunit	0	0	1	0	1
K00170: porB; pyruvate ferredoxin oxidoreductase beta subunit	0	0	8	8	8
K05933: E1.14.17.4; aminocyclopropanecarboxylate oxidase	0	0	1	0	0
K11066: E3.5.1.28D, amiD; N-acetylmuramoyl-L-alanine amidase	0	0	2	0	2
K13378: nuoCD; NADH-quinone oxidoreductase subunit C/D	0	0	6	0	6
K08348: fdnG; formate dehydrogenase-N, alpha subunit	0	0	2	2	2
K01777: prdF; proline racemase	0	0	1	0	0
K01195: uidA, GUSB; beta-glucuronidase	0	0	7	0	0
K03520: coxL, cutL; aerobic carbon-monoxide dehydrogenase large subunit	0	0	1	0	1
K01847: MUT; methylmalonyl-CoA mutase	0	0	20	0	20
K00125: fdhB; formate dehydrogenase (coenzyme F420) beta subunit	0	0	3	0	3
K14501: BSU1; serine/threonine-protein phosphatase BSU1	0	0	2	0	0
K11533: fas; fatty acid synthase, bacteria type	0	0	3	0	3
K03942: NDUFV1; NADH dehydrogenase (ubiquinone) flavoprotein 1	0	0	66	0	66
K11181: dsrB; dissimilatory sulfite reductase beta subunit	0	0	4	0	4
K11180: dsrA; dissimilatory sulfite reductase alpha subunit	0	0	2	0	2
K00483: hpaB; 4-hydroxyphenylacetate 3-monooxygenase	0	0	1	0	0
K14534: abfD; 4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase	0	0	2	0	0
K01726: GAMMACA; gamma-carbonic anhydrase	0	0	1	0	0
K00532: E1.12.7.2; ferredoxin hydrogenase	0	0	5	1	5
K00157: AOX; aldehyde oxidase	0	0	8	0	8
K05581: ndhJ; NAD(P)H-quinone oxidoreductase subunit J	0	0	2	0	2
K01028: E2.8.3.5A, scoA; 3-oxoacid CoA-transferase subunit A	0	0	6	0	9
K00334: nuoE; NADH-quinone oxidoreductase subunit E	0	0	9	0	9
K05586: hoxE; bidirectional [NiFe] hydrogenase diaphorase subunit	0	0	3	0	3
K00449: pcaH; protocatechuate 3,4-dioxygenase, beta subunit	0	0	2	0	2
K00448: pcaG; protocatechuate 3,4-dioxygenase, alpha subunit	0	0	2	0	2
K01473: hyuA; N-methylhydantoinase A	0	0	2	0	2
K05831: lysK, argE; [amino group carrier protein]-lysine/ornithine hydrolase	0	0	2	0	2
K13601: bchQ; bacteriochlorophyllide d C-8(2)-methyltransferase	0	0	1	1	1
K02339: holC; DNA polymerase III subunit chi	0	0	5	0	5
K13676: GXYLT; UDP-D-xylose:beta-D-glucoside alpha-1,3-D-xylosyltransferase	0	0	2	0	0
K13484: TTHL; 5-hydroxyisourate hydrolase / 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase	0	0	4	0	4
K01721: nthA; nitrile hydratase subunit alpha	0	0	4	0	0
K01470: E3.5.2.10; creatinine amidohydrolase	0	0	1	0	0
K01517: ADPRM; manganese-dependent ADP-ribose/CDP-alcohol diphosphatase	0	0	2	0	0
K01494: dcd; dCTP deaminase	0	0	1	0	1
K13648: GAUT; alpha-1,4-galacturonosyltransferase	0	0	2	0	0
K00371: narH, narY, nxrB; nitrate reductase / nitrite oxidoreductase, beta subunit	0	0	3	12	12
K01191: MAN2C1; alpha-mannosidase	0	0	4	4	0
K00367: narB; ferredoxin-nitrate reductase	0	0	2	2	2
K13241: NOS2; nitric-oxide synthase, inducible	0	0	90	0	90
K13242: NOS3; nitric-oxide synthase, endothelial	0	0	90	0	90
K11942: icmF; isobutyryl-CoA mutase	0	0	3	0	2
K12308: bgaB, lacA; beta-galactosidase	0	0	1	1	0
K01228: MOGS; mannosyl-oligosaccharide glucosidase	0	0	3	0	0
K06968: rlmM; 23S rRNA (cytidine2498-2'-O)-methyltransferase	0	0	1	0	1
K04348: PPP3C, CNA; serine/threonine-protein phosphatase 2B catalytic subunit	0	0	68	0	0
K04101: ligB; protocatechuate 4,5-dioxygenase, beta chain	0	0	12	0	12
K01505: E3.5.99.7; 1-aminocyclopropane-1-carboxylate deaminase	0	0	2	0	2
K00114: exaA; alcohol dehydrogenase (cytochrome c)	0	0	6	0	0
K14028: mdh1, mxaF; methanol dehydrogenase (cytochrome c) subunit 1	0	0	12	0	4
K01520: dut, DUT; dUTP pyrophosphatase	0	0	3	0	3
K11868: CYP71A13; indoleacetaldoxime dehydratase	0	0	2	0	2
K11177: yagR; xanthine dehydrogenase YagR molybdenum-binding subunit	0	0	3	0	3
K11987: PTGS2, COX2; prostaglandin-endoperoxide synthase 2	0	0	21	0	0
K00509: PTGS1, COX1; prostaglandin-endoperoxide synthase 1	0	0	4	0	0
K00533: E1.12.7.2L; ferredoxin hydrogenase large subunit	0	0	4	2	4
K00276: AOC3, AOC2, tynA; primary-amine oxidase	0	0	6	0	0
K00702: E2.4.1.20; cellobiose phosphorylase	0	0	1	0	0
K00220: tyrC; cyclohexadieny/prephenate dehydrogenase	0	0	6	0	6
K14521: NAT10, KRE33; N-acetyltransferase 10	0	0	2	0	0
K01437: ASPA, aspA; aspartoacylase	0	0	2	0	0
K00728: POMT, pmt; dolichyl-phosphate-mannose-protein mannosyltransferase	0	0	3	0	0
K05358: quiA; quinate dehydrogenase (quinone)	0	0	1	0	1
K02852: wecG, rffM; UDP-N-acetyl-D-mannosaminouronate:lipid I N-acetyl-D-mannosaminouronosyltransferase	0	0	1	0	0
K05587: hoxF; bidirectional [NiFe] hydrogenase diaphorase subunit	0	0	4	0	4
K03649: mug; double-stranded uracil-DNA glycosylase	0	0	2	0	0
K06209: pheB; chorismate mutase	0	0	1	0	1
K03392: ACMSD; aminocarboxymuconate-semialdehyde decarboxylase	0	0	1	0	1
K03269: lpxH; UDP-2,3-diacylglucosamine hydrolase	0	0	2	0	2
K00186: vorA; 2-oxoisovalerate ferredoxin oxidoreductase alpha subunit	0	0	1	1	1
K01787: RENBP; N-acylglucosamine 2-epimerase	0	0	1	0	0
K00544: BHMT; betaine-homocysteine S-methyltransferase	0	0	2	0	2
K01192: E3.2.1.25, MANBA, manB; beta-mannosidase	0	0	2	0	0
K12658: lhpA; 4-hydroxyproline epimerase	0	0	1	0	0
K09587: CYP90B1, DWF4; steroid 22-alpha-hydroxylase	0	0	2	0	0
K14579: nahAc, ndoB, nbzAc, dntAc; naphthalene 1,2-dioxygenase subunit alpha	0	0	5	0	5
K05989: ramA; alpha-L-rhamnosidase	0	0	1	0	0
K03943: NDUFV2; NADH dehydrogenase (ubiquinone) flavoprotein 2	0	0	44	0	44
K00365: uaZ; urate oxidase	0	0	2	0	2
K01458: hutG; N-formylglutamate deformylase	0	0	4	0	4
K01807: rpiA; ribose 5-phosphate isomerase A	0	0	2	0	2
K01230: MAN1A_C, MNS1_2; mannosyl-oligosaccharide alpha-1,2-mannosidase	0	0	4	0	4
K06441: E1.12.7.2G; ferredoxin hydrogenase gamma subunit	0	0	1	0	1
K08349: fdnH; formate dehydrogenase-N, beta subunit	0	0	2	6	6
K00192: cdhA; anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit alpha	0	0	1	1	3
K02560: lpxM, msbB; lauroyl-Kdo2-lipid IVA myristoyltransferase	0	0	2	0	2
K10775: PAL; phenylalanine ammonia-lyase	0	0	2	0	2
K11352: NDUFA12; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 12	0	0	11	0	0
K11817: AAO1_2; indole-3-acetaldehyde oxidase	0	0	1	0	0
K00451: HGD, hmgA; homogentisate 1,2-dioxygenase	0	0	2	0	2
K13485: PRHOXNB, URAD; 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase	0	0	1	0	1
K01040: gctB; glutaconate CoA-transferase, subunit B	0	0	2	0	2
K11818: CYP83B1; aromatic aldoxime N-monooxygenase	0	0	3	0	0
K11178: yagS; xanthine dehydrogenase YagS FAD-binding subunit	0	0	2	0	2
K09001: anmK; anhydro-N-acetylmuramic acid kinase	0	0	1	0	1
K05603: hutF; formimidoylglutamate deiminase	0	0	1	0	1
K13006: wbqR; UDP-perosamine 4-acetyltransferase	0	0	2	0	2
K00034: gdh; glucose 1-dehydrogenase	0	0	2	0	2
K13937: H6PD; hexose-6-phosphate dehydrogenase	0	0	2	0	2
K09571: FKBP4_5; FK506-binding protein 4/5	0	0	4	0	0
K08710: atzC; N-isopropylammelide isopropylaminohydrolase	0	0	1	0	1
K01477: alc, ALLC; allantoicase	0	0	1	0	1
K08728: E2.4.2.6; nucleoside deoxyribosyltransferase	0	0	1	1	1
K01686: uxuA; mannonate dehydratase	0	0	1	0	0
K05713: mhpB; 2,3-dihydroxyphenylpropionate 1,2-dioxygenase	0	0	1	0	1
K04460: PPP5C; serine/threonine-protein phosphatase 5	0	0	6	0	0
K13807: PPEF, PPP7C; serine/threonine-protein phosphatase with EF-hands	0	0	4	0	0
K06269: PPP1C; serine/threonine-protein phosphatase PP1 catalytic subunit	0	0	54	0	0
K01039: gctA; glutaconate CoA-transferase, subunit A	0	0	2	0	2
K06720: ectC; L-ectoine synthase	0	0	1	0	0
K00651: metA; homoserine O-succinyltransferase/O-acetyltransferase	0	0	2	0	0
K12312: MAN2B2; epididymis-specific alpha-mannosidase	0	0	1	1	0
K12311: MAN2B1, LAMAN; lysosomal alpha-mannosidase	0	0	2	2	0
K01745: hutH, HAL; histidine ammonia-lyase	0	0	1	0	1
K01469: OPLAH, OXP1, oplAH; 5-oxoprolinase (ATP-hydrolysing)	0	0	1	0	1
K03279: waaJ, rfaJ; UDP-glucose:(galactosyl)LPS alpha-1,2-glucosyltransferase	0	0	2	0	2
K00126: fdsD; formate dehydrogenase subunit delta	0	0	2	0	0
K05710: hcaC; 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin component	0	0	1	0	1
K01618: E4.1.1.107; 3,4-dihydroxyphenylacetaldehyde synthase	0	0	1	0	0
K01490: AMPD; AMP deaminase	0	0	1	0	1
K11182: AOC1, ABP1; diamine oxidase	0	0	3	0	0
K00661: maa; maltose O-acetyltransferase	0	0	4	0	0
K00883: dgoK; 2-dehydro-3-deoxygalactonokinase	0	0	1	0	1
K01848: E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain	0	0	8	0	8
K14447: ecm; ethylmalonyl-CoA mutase	0	0	3	0	3
K00395: aprB; adenylylsulfate reductase, subunit B	0	0	1	1	1
K01026: pct; propionate CoA-transferase	0	0	3	0	3
K00127: fdoI, fdsG; formate dehydrogenase subunit gamma	0	0	6	0	6
K04097: HPGDS; prostaglandin-H2 D-isomerase / glutathione transferase	0	0	5	0	5
K00748: lpxB; lipid-A-disaccharide synthase	0	0	2	0	2
K04099: desB, galA; gallate dioxygenase	0	0	2	0	2
K04100: ligA; protocatechuate 4,5-dioxygenase, alpha chain	0	0	9	0	12
K13534: PNPLA3; patatin-like phospholipase domain-containing protein 3	0	0	1	0	1
K06718: ectA; L-2,4-diaminobutyric acid acetyltransferase	0	0	1	0	0
K00487: CYP73A; trans-cinnamate 4-monooxygenase	0	0	5	0	5
K01197: hya; hyaluronoglucosaminidase	0	0	5	0	0
K00534: E1.12.7.2S; ferredoxin hydrogenase small subunit	0	0	1	0	1
K00750: GYG1, GYG2; glycogenin	0	0	2	0	2
K08298: caiB; L-carnitine CoA-transferase	0	0	1	0	1
K00333: nuoD; NADH-quinone oxidoreductase subunit D	0	0	3	0	3
K05579: ndhH; NAD(P)H-quinone oxidoreductase subunit H	0	0	1	0	1
K03935: NDUFS2; NADH dehydrogenase (ubiquinone) Fe-S protein 2	0	0	11	0	11
K08350: fdnI; formate dehydrogenase-N, gamma subunit	0	0	4	0	4
K05526: astE; succinylglutamate desuccinylase	0	0	1	0	0
K00223: ERG4; Delta24(24(1))-sterol reductase	0	0	1	0	1
K01233: csn; chitosanase	0	0	1	0	0
K03278: waaI, rfaI; UDP-D-galactose:(glucosyl)LPS alpha-1,3-D-galactosyltransferase	0	0	2	0	2
K01712: hutU, UROC1; urocanate hydratase	0	0	1	0	1
K13479: ygeT, xdhB; xanthine dehydrogenase FAD-binding subunit	0	0	2	0	2
K09473: puuD; gamma-glutamyl-gamma-aminobutyrate hydrolase	0	0	2	0	2
K00073: allD; ureidoglycolate dehydrogenase (NAD+)	0	0	1	0	1
K10213: rihB; ribosylpyrimidine nucleosidase	0	0	2	0	0
K00304: soxD; sarcosine oxidase, subunit delta	0	0	1	0	0
K01801: nagL; maleylpyruvate isomerase	0	0	1	0	1
K01667: tnaA; tryptophanase	0	0	1	0	0
K09754: CYP98A, C3'H; 5-O-(4-coumaroyl)-D-quinate 3'-monooxygenase	0	0	4	0	4
K03939: NDUFS6; NADH dehydrogenase (ubiquinone) Fe-S protein 6	0	0	11	0	0
K12111: ebgA; evolved beta-galactosidase subunit alpha	0	0	2	0	0
K01778: dapF; diaminopimelate epimerase	0	0	1	0	1
K14472: smtB; succinyl-CoA:(S)-malate CoA-transferase subunit B	0	0	2	0	2
K01231: MAN2; alpha-mannosidase II	0	0	2	2	0
K00305: soxG; sarcosine oxidase, subunit gamma	0	0	1	0	0
K08092: dlgD; 3-dehydro-L-gulonate 2-dehydrogenase	0	0	2	0	2
K03337: iolB; 5-deoxy-glucuronate isomerase	0	0	1	0	1
K01483: allA; ureidoglycolate lyase	0	0	1	0	1
K01217: IDUA; L-iduronidase	0	0	2	0	0
K03396: gfa; S-(hydroxymethyl)glutathione synthase	0	0	1	0	0
K07407: E3.2.1.22B, galA, rafA; alpha-galactosidase	0	0	0	4	4
K01804: araA; L-arabinose isomerase	0	0	0	1	0
K00849: galK; galactokinase	0	0	0	3	0
K00965: galT, GALT; UDPglucose--hexose-1-phosphate uridylyltransferase	0	0	0	3	0
K06281: hyaB, hybC; hydrogenase large subunit	0	0	0	0	2
K00440: frhA; coenzyme F420 hydrogenase subunit alpha	0	0	0	0	1
K12410: npdA; NAD-dependent deacetylase	0	0	0	0	1
K07259: dacB; serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase (penicillin-binding protein 4)	0	0	0	0	3
K05550: benB-xylY; benzoate/toluate 1,2-dioxygenase subunit beta	0	0	0	0	3
K11417: SIRT7, SIR2L7; NAD+-dependent protein deacetylase sirtuin 7	0	0	0	0	2
K11779: fbiC; FO synthase	0	0	0	0	1
K00197: cdhE, acsC; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit gamma	0	0	0	0	2
K11211: kdkA; 3-deoxy-D-manno-octulosonic acid kinase	0	0	0	0	2
K11121: SIR2; NAD+-dependent protein deacetylase SIR2	0	0	0	0	4
K11414: SIRT4, SIR2L4; NAD+-dependent protein deacetylase sirtuin 4	0	0	0	0	2
K03841: FBP, fbp; fructose-1,6-bisphosphatase I	0	0	0	0	9
K11415: SIRT5, SIR2L5; NAD+-dependent protein deacetylase sirtuin 5	0	0	0	0	2
K01196: AGL; glycogen debranching enzyme	0	0	0	0	2
K06859: pgi1; glucose-6-phosphate isomerase, archaeal	0	0	0	0	4
K05709: hcaF, hcaA2; 3-phenylpropionate/trans-cinnamate dioxygenase subunit beta	0	0	0	0	1
K03272: gmhC, hldE, waaE, rfaE; D-beta-D-heptose 7-phosphate kinase / D-beta-D-heptose 1-phosphate adenosyltransferase	0	0	0	0	2
K09667: OGT; protein O-GlcNAc transferase	0	0	0	0	4
K01595: ppc; phosphoenolpyruvate carboxylase	0	0	0	0	4
K14439: SMARCAD1; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1	0	0	0	0	2
K14440: SMARCAL1, HARP; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1	0	0	0	0	1
K01729: algL; poly(beta-D-mannuronate) lyase	0	0	0	0	1
K00673: astA; arginine N-succinyltransferase	0	0	0	0	1
K01076: ABHD17; abhydrolase domain-containing protein 17	0	0	0	0	1
K04073: mhpF; acetaldehyde dehydrogenase	0	0	0	0	6
K11944: nidB; PAH dioxygenase small subunit	0	0	0	0	1
K00198: cooS, acsA; anaerobic carbon-monoxide dehydrogenase catalytic subunit	0	0	0	0	6
K11945: phdF; extradiol dioxygenase	0	0	0	0	1
K14580: nahAd, ndoC, nbzAd, dntAd; naphthalene 1,2-dioxygenase subunit beta	0	0	0	0	5
K00531: anfG; nitrogenase delta subunit	0	0	0	0	2
K00456: CDO1; cysteine dioxygenase	0	0	0	0	2
K13447: RBOH; respiratory burst oxidase	0	0	0	0	2
K02848: waaP, rfaP; heptose I phosphotransferase	0	0	0	0	2
K13809: CMPK2; UMP-CMP kinase 2, mitochondrial	0	0	0	0	1
