L1	L2	L3	L4	ID	Function	EC
Replication, recombination and repair			2VUG	COG1423	ATP-dependent RNA circularization protein, DNA/RNA ligase (PAB1020)  family	
Coenzyme transport and metabolism	Biotin biosynthesis	BioW	5FLG	COG1424	Pimeloyl-CoA synthetase	
Cell cycle control, cell division, chromosome partitioning		RodZ	3FYM	COG1426	Cytoskeletal protein RodZ, contains Xre-like HTH and DUF4115 domains	
Coenzyme transport and metabolism	Menaquinone biosynthesis	MqnA	2I6E	COG1427	Chorismate dehydratase (menaquinone biosynthesis, futalosine pathway)	
Nucleotide transport and metabolism		Dck	1J90	COG1428	Deoxyadenosine/deoxycytidine kinase	
Coenzyme transport and metabolism	Cobalamine/B12 biosynthesis	CobN	4ZHJ	COG1429	Cobalamin biosynthesis protein CobN, Mg-chelatase	
Function unknown			3M7A	COG1430	Uncharacterized conserved membrane protein, UPF0127 family	
Translation, ribosomal structure and biogenesisDefense mechanisms		PIWI	1W9H	COG1431	PIWI domain, catalyzes dsRNA-guided hydrolysis of ssRNA, involved in RNA silencing, RNA metabolism and antiviral defense	
General function prediction only		LabA	2QIP	COG1432	NYN domain, predicted PIN-related RNAse, tRNA/rRNA maturation	
Posttranslational modification, protein turnover, chaperones		NifX	1EO1	COG1433	Predicted Fe-Mo cluster-binding protein, NifX family	
Cell wall/membrane/envelope biogenesis		ElyC	3CA8	COG1434	Lipid carrier protein ElyC involved in cell wall biogenesis, DUF218 family	
Nucleotide transport and metabolism	Pyrimidine salvage	Tdk	1W4R	COG1435	Thymidine kinase	
Energy production and conversion	A/V-type ATP synthase	NtpF	2D00	COG1436	Archaeal/vacuolar-type H+-ATPase subunit F/Vma7	
Signal transduction mechanismsGeneral function prediction only		CyaB	1YEM	COG1437	Adenylate cyclase class IV, CYTH domain (includes archaeal enzymes of unknown function)	
Transcription		ArgR	1AOY	COG1438	Arginine repressor	
Translation, ribosomal structure and biogenesis		Nob1	2CON	COG1439	rRNA maturation endonuclease Nob1	
Carbohydrate transport and metabolism		CelA	1E2B	COG1440	Phosphotransferase system cellobiose-specific component IIB	
Coenzyme transport and metabolism	Menaquinone biosynthesis	MenC	1FHU	COG1441	O-succinylbenzoate synthase	
Cell wall/membrane/envelope biogenesis		RfaJ	1G9R	COG1442	Lipopolysaccharide biosynthesis protein, LPS:glycosyltransferase	
Lipid transport and metabolism	Isoprenoid biosynthesis	Idi	1NFS	COG1443	Isopentenyldiphosphate isomerase	
Translation, ribosomal structure and biogenesis	tRNA modification	TmcA	2ZPA	COG1444	tRNA(Met) C34 N-acetyltransferase TmcA	
Carbohydrate transport and metabolism		FrwB	5DLE	COG1445	Phosphotransferase system fructose-specific component IIB	
Amino acid transport and metabolism		IaaA	1APY	COG1446	Isoaspartyl peptidase or L-asparaginase, Ntn-hydrolase superfamily	
Carbohydrate transport and metabolism		CelC	1E2A	COG1447	Phosphotransferase system cellobiose-specific component IIA	
Amino acid transport and metabolism	Isoleucine, leucine, valine biosynthesis	TyrB	1AAM	COG1448	Aspartate/aromatic aminotransferase	
Carbohydrate transport and metabolism			1K1W	COG1449	Alpha-amylase/alpha-mannosidase, GH57 family	
Intracellular trafficking, secretion, and vesicular transport		PulD	5TCQ	COG1450	Type II secretory pathway component GspD/PulD (secretin)	
General function prediction only		YgjP	4JIU	COG1451	UTP pyrophosphatase, metal-dependent hydrolase family	
Cell wall/membrane/envelope biogenesis		LptD	4N4R	COG1452	LPS assembly outer membrane protein LptD (organic solvent tolerance protein OstA)	
General function prediction only				COG1453	Predicted oxidoreductase of the aldo/keto reductase family	
Energy production and conversion		EutG	6AHC	COG1454	Alcohol dehydrogenase, class IV	
Carbohydrate transport and metabolism		CelB	3QNQ	COG1455	Phosphotransferase system cellobiose-specific component IIC	
Energy production and conversion		CdhE	2H9A	COG1456	CO dehydrogenase/acetyl-CoA synthase gamma subunit (corrinoid Fe-S protein)	
Nucleotide transport and metabolism		CodB		COG1457	Purine-cytosine permease or related protein	
General function prediction only				COG1458	Predicted RNase MK1237, contains PIN domain, UPF0278 family	
Cell motilityIntracellular trafficking, secretion, and vesicular transportExtracellular structures		PulF	2VMA	COG1459	Type II secretory pathway, component PulF	
Transcription	RNA polymerase	RpoF		COG1460	DNA-directed RNA polymerase, subunit F	
General function prediction only		YloV		COG1461	Predicted kinase related to dihydroxyacetone kinase	
Cell wall/membrane/envelope biogenesis		CsgG	3X2R	COG1462	Curli biogenesis system outer membrane secretion channel CsgG	
Cell wall/membrane/envelope biogenesis		MlaD	5UW8	COG1463	Periplasmic subunit MlaD of the ABC-type intermembrane phospholipid transporter Mla	
Inorganic ion transport and metabolism		NlpA	1P99	COG1464	ABC-type metal ion transport system, periplasmic component/surface antigen	
Amino acid transport and metabolism		AroB2		COG1465	3-dehydroquinate synthase, class II	
Replication, recombination and repair		HolA	3ZH9	COG1466	DNA polymerase III, delta subunit	
Replication, recombination and repair		PRI1	1G71	COG1467	Eukaryotic-type DNA primase, catalytic (small) subunit	
Defense mechanisms	CRISPR-Cas system	Cas4	4R5Q	COG1468	CRISPR/Cas system-associated exonuclease Cas4, RecB family	
Coenzyme transport and metabolism	Folate biosynthesis	FolE2	2R5R	COG1469	GTP cyclohydrolase FolE2	
Function unknown			1EUT	COG1470	Uncharacterized membrane protein	
Translation, ribosomal structure and biogenesis	Archaeal ribosomal proteins	RPS4A		COG1471	Ribosomal protein S4E	
Carbohydrate transport and metabolism		BglX	2X40	COG1472	Periplasmic beta-glucosidase and related glycosidases	
General function prediction only	Lysine biosynthesis	AbgB	3RAM	COG1473	Metal-dependent amidase/aminoacylase/carboxypeptidase	
Replication, recombination and repair		CDC6	1FNN	COG1474	Cdc6-related protein, AAA superfamily ATPase	
Cell cycle control, cell division, chromosome partitioning		Spo0J	1R71	COG1475	Chromosome segregation protein Spo0J, contains ParB-like nuclease domain	
Transcription		XRE	1UTX	COG1476	DNA-binding transcriptional regulator, XRE-family HTH domain	
Coenzyme transport and metabolismPosttranslational modification, protein turnover, chaperones		ApbE	1VRM	COG1477	FAD:protein FMN transferase ApbE	
Coenzyme transport and metabolism		CofE	2G9I	COG1478	F420-0:Gamma-glutamyl ligase (F420 biosynthesis)	
Defense mechanisms		GmrSD	6JIV	COG1479	DNAse/DNA nickase specific for phosphorothioated or glycosylated phage DNA, GmrSD/DndB/SspE family, contains DUF262 and HNH nuclease domains	
Signal transduction mechanisms		PgpH		COG1480	Cyclic di-AMP-specific phosphodiesterase PgpH, HD superfamily	
Transcription		WhiA	3HYI	COG1481	DNA-binding transcriptional regulator WhiA, involved in cell division	
Carbohydrate transport and metabolism		ManA	1PMI	COG1482	Mannose-6-phosphate isomerase, class I	
General function prediction only				COG1483	Predicted ATPase, AAA+ superfamily	
Replication, recombination and repair		DnaC	2QGZ	COG1484	DNA replication protein DnaC	
Cell cycle control, cell division, chromosome partitioning		ZapE		COG1485	Cell division protein ZapE (Z ring-associated ATPase), AFG1 superfamily	
Carbohydrate transport and metabolism		CelF	1OBB	COG1486	Alpha-galactosidase/6-phospho-beta-glucosidase, family 4 of glycosyl hydrolase	
Defense mechanisms		VapC	3TND	COG1487	Ribonuclease/mRNA interferase VapC, contains PIN domain	
Coenzyme transport and metabolism	NAD biosynthesis	PncB	1VLP	COG1488	Nicotinic acid phosphoribosyltransferase	
Carbohydrate transport and metabolismSignal transduction mechanisms		SfsA	4DA2	COG1489	DNA-binding protein, stimulates sugar fermentation	
Translation, ribosomal structure and biogenesis		Dtd	1J7G	COG1490	D-aminoacyl-tRNA deacylase	
General function prediction only			2I5H	COG1491	Predicted nucleic acid-binding OB-fold protein	
Coenzyme transport and metabolism	Cobalamine/B12 biosynthesis	CobQ		COG1492	Cobyric acid synthase	
Signal transduction mechanisms		HprK	1JB1	COG1493	Serine kinase of the HPr protein, regulates carbohydrate metabolism	
Carbohydrate transport and metabolism		GlpX	1NI9	COG1494	Fructose-1,6-bisphosphatase/sedoheptulose 1,7-bisphosphatase or related protein	
Posttranslational modification, protein turnover, chaperones		DsbB	2LTQ	COG1495	Disulfide bond formation protein DsbB	
Inorganic ion transport and metabolism		YfiH	1RV9	COG1496	Copper oxidase (laccase) domain	
Transcription		MJ0558		COG1497	Predicted transcriptional regulator MJ0558, contains a CRP-type HTH domain	
Translation, ribosomal structure and biogenesis		SIK1	6ND4	COG1498	Box C/D ribonucleoprotein Nop56/Prp31/SIK1 subunit	
Translation, ribosomal structure and biogenesis		NMD3		COG1499	NMD protein affecting ribosome stability and mRNA decay	
Translation, ribosomal structure and biogenesis		Sdo1		COG1500	Ribosome maturation protein Sdo1	
Carbohydrate transport and metabolism		YicI	1WE5	COG1501	Alpha-glucosidase/xylosidase, GH31 family	
Lipid transport and metabolism	Phospholipid biosynthesis	Cls	1BYR	COG1502	Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase	
Translation, ribosomal structure and biogenesis	Translation factors	eRF1	3E1Y	COG1503	Peptide chain release factor 1 (eRF1)	
Function unknown			1IHN	COG1504	Uncharacterized conserved protein, DUF498 domain	
Amino acid transport and metabolism		PreP	1E5T	COG1505	Prolyl endopeptidase PreP, S9A serine peptidase family	
Amino acid transport and metabolism		DAP2	2JBW	COG1506	Dipeptidyl aminopeptidase/acylaminoacyl peptidase	
Function unknown				COG1507	Uncharacterized conserved protein, DUF501 family	
Transcription	RNA polymerase	RpoN	5BYH	COG1508	DNA-directed RNA polymerase specialized sigma subunit, sigma54 homolog	
Amino acid transport and metabolism		EpmB	2A5H	COG1509	L-lysine 2,3-aminomutase (EF-P beta-lysylation pathway)	
Transcription		GbsR	1KU9	COG1510	DNA-binding transcriptional regulator GbsR, MarR family	
Function unknown		YhgE		COG1511	Uncharacterized membrane protein YhgE, phage infection protein (PIP) family	
Function unknown		YgcG	2KW7	COG1512	Uncharacterized membrane protein YgcG, contains a TPM-fold domain	
Inorganic ion transport and metabolism		CynS	1DW9	COG1513	Cyanate lyase	
Translation, ribosomal structure and biogenesis		ThpR	1IUH	COG1514	RNA 2',3'-cyclic phosphodiesterase (2'-5' RNA ligase)	
Replication, recombination and repair		Nfi	2W35	COG1515	Deoxyinosine 3'-endonuclease (endonuclease V)	
Cell motilityIntracellular trafficking, secretion, and vesicular transport		FliS	1ORJ	COG1516	Flagellin-specific chaperone FliS	
Defense mechanisms	CRISPR-Cas system	Csx1	2I71	COG1517	CRISPR/Cas system-associated protein Csx1, contains CARF domain	
Defense mechanisms	CRISPR-Cas system	Cas1	2YZS	COG1518	CRISPR-Cas system-associated integrase Cas1	
Cell wall/membrane/envelope biogenesis	Lipid A biosynthesis	KdtA	2XCI	COG1519	3-deoxy-D-manno-octulosonic-acid transferase	
Cell wall/membrane/envelope biogenesis		PQQ	6TJG	COG1520	Outer membrane protein assembly factor BamB, contains PQQ-like beta-propeller repeat	
Coenzyme transport and metabolism		CoaX	2F9T	COG1521	Pantothenate kinase type III	
Transcription		Lrp	1I1G	COG1522	DNA-binding transcriptional regulator, Lrp family	
Carbohydrate transport and metabolism		PulA	2WSK	COG1523	Pullulanase/glycogen debranching enzyme	
Signal transduction mechanisms		AtaC	1EI6	COG1524	c-di-AMP phosphodiesterase AtaC or nucleotide pyrophosphatase, AlkP superfamily	
Replication, recombination and repair		YncB		COG1525	Endonuclease YncB, thermonuclease family	
Energy production and conversion		FdhD	2PW9	COG1526	Formate dehydrogenase assembly factor FdhD, a sulfurtransferase	
Energy production and conversion	A/V-type ATP synthase	NtpC	1R5Z	COG1527	Archaeal/vacuolar-type H+-ATPase subunit C/Vma6	
Inorganic ion transport and metabolism		FtnA	1AEW	COG1528	Ferritin	
Energy production and conversion	Non-phosphorylated Entner-Doudoroff pathway	CoxL	1DGJ	COG1529	Aldehyde, CO or xanthine dehydrogenase, Mo-binding subunit	
Translation, ribosomal structure and biogenesis		CafA	1SLJ	COG1530	Ribonuclease G or E	
Function unknown				COG1531	Uncharacterized conserved protein, UPF0248 family	
General function prediction only				COG1532	Predicted RNA-binding protein	
Replication, recombination and repair		SplB		COG1533	DNA repair photolyase	
Translation, ribosomal structure and biogenesis		YhbY	1JO0	COG1534	RNA-binding protein YhbY	
Secondary metabolites biosynthesis, transport and catabolism		EntB1	3TB4	COG1535	Isochorismate hydrolase	
Cell motility		FliG	4FHR	COG1536	Flagellar motor switch protein FliG	
Translation, ribosomal structure and biogenesis		PelA	2VGM	COG1537	Stalled ribosome rescue protein Dom34, pelota family	
Cell wall/membrane/envelope biogenesis		TolC	1EK9	COG1538	Outer membrane protein TolC	
Coenzyme transport and metabolism	Folate biosynthesis	FolB	1B9L	COG1539	Dihydroneopterin aldolase	
Amino acid transport and metabolism		PxpA	1V6T	COG1540	5-oxoprolinase subunit A	
Coenzyme transport and metabolism		PaaK	2Y4O	COG1541	Phenylacetate-coenzyme A ligase PaaK, adenylate-forming domain family	
Function unknown				COG1542	Uncharacterized conserved protein, DUF505 domain	
Carbohydrate transport and metabolism			1UFA	COG1543	Predicted glycosyl hydrolase, contains GH57 and DUF1957 domains	
Translation, ribosomal structure and biogenesis		RaiA	1IMU	COG1544	Ribosome-associated translation inhibitor RaiA	
General function prediction only			3IRB	COG1545	Uncharacterized OB-fold protein, contains Zn-ribbon domain	
Coenzyme transport and metabolism	NAD biosynthesis	PncC	2A9S	COG1546	Nicotinamide mononucleotide (NMN) deamidase PncC	
Function unknown		YpuF	2CWY	COG1547	Predicted metal-dependent hydrolase	
Coenzyme transport and metabolism		MfnF	3C0B	COG1548	Methanofuran synthetase MfnF, hydantoinase/oxoprolinase family	
Translation, ribosomal structure and biogenesis		ArcS	2Q07	COG1549	Archaeosine tRNA-ribosyltransferase, contains uracil-DNA-glycosylase and PUA domains	
Function unknown		YlxP	1J27	COG1550	Stress-induced protein YlxP, DUF503 family	
Signal transduction mechanisms		CsrA	1T3O	COG1551	sRNA-binding carbon storage regulator CsrA	
Translation, ribosomal structure and biogenesis	Archaeal ribosomal proteins	RPL40A	2AYJ	COG1552	Ribosomal protein L40E	
Inorganic ion transport and metabolism		DsrE	1JX7	COG1553	Sulfur relay (sulfurtransferase) complex TusBCD TusD component, DsrE family	
Carbohydrate transport and metabolism		ATH1	1H54	COG1554	Kojibiose phosphorylase YcjT	
Replication, recombination and repair		ComEA	2DUY	COG1555	DNA uptake protein ComE or related DNA-binding protein	
Energy production and conversion		LutC	2G40	COG1556	L-lactate utilization protein LutC, contains LUD domain	
Cell motility		FlgC		COG1558	Flagellar basal body rod protein FlgC	
Cell wall/membrane/envelope biogenesis		MltG	2R1F	COG1559	Endolytic transglycosylase MltG, terminates peptidoglycan polymerization	
Lipid transport and metabolism	Lipid A biosynthesis	LpxP	5F2T	COG1560	Palmitoleoyl-ACP: Kdo2-lipid-IV acyltransferase (lipid A biosynthesis)	
Function unknown		YicC		COG1561	Uncharacterized stationary-phase protein YicC, UPF0701 family	
Lipid transport and metabolism		ERG9	3WEK	COG1562	Phytoene/squalene synthetase	
General function prediction only			6CFW	COG1563	Uncharacterized MnhB-related membrane protein	
Coenzyme transport and metabolism	Thiamine biosynthesis	ThiN	1IG0	COG1564	Thiamine pyrophosphokinase	
General function prediction only		MidA	1ZKD	COG1565	SAM-dependent methyltransferase, MidA family	
Defense mechanisms		EmrA	4TKO	COG1566	Multidrug resistance efflux pump EmrA	
Defense mechanisms	CRISPR-Cas system	Csm4	4QTS	COG1567	CRISPR-Cas system type III CSM-effector complex subunit Csm4, RAMP superfamily Cas5 group	
