index	L1	L2	L3	KO	Function	EC	Count
3304	Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K00058	serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase	1.1.1.95 1.1.1.399	5
3490	Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K00058	serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase	1.1.1.95 1.1.1.399	5
49123	Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K00058	serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase	1.1.1.95 1.1.1.399	5
3209	Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K00812	aspB; aspartate aminotransferase	2.6.1.1	2
3469	Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K00812	aspB; aspartate aminotransferase	2.6.1.1	2
3754	Metabolism	Amino acid metabolism	Arginine biosynthesis [PATH:ko00220]	K00812	aspB; aspartate aminotransferase	2.6.1.1	2
3871	Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:ko00330]	K00812	aspB; aspartate aminotransferase	2.6.1.1	2
3944	Metabolism	Amino acid metabolism	Tyrosine metabolism [PATH:ko00350]	K00812	aspB; aspartate aminotransferase	2.6.1.1	2
4058	Metabolism	Amino acid metabolism	Phenylalanine metabolism [PATH:ko00360]	K00812	aspB; aspartate aminotransferase	2.6.1.1	2
4233	Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]	K00812	aspB; aspartate aminotransferase	2.6.1.1	2
6874	Metabolism	Biosynthesis of other secondary metabolites	Isoquinoline alkaloid biosynthesis [PATH:ko00950]	K00812	aspB; aspartate aminotransferase	2.6.1.1	2
6939	Metabolism	Biosynthesis of other secondary metabolites	Tropane, piperidine and pyridine alkaloid biosynthesis [PATH:ko00960]	K00812	aspB; aspartate aminotransferase	2.6.1.1	2
7195	Metabolism	Biosynthesis of other secondary metabolites	Novobiocin biosynthesis [PATH:ko00401]	K00812	aspB; aspartate aminotransferase	2.6.1.1	2
37049	Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K00812	aspB; aspartate aminotransferase	2.6.1.1	2
632	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism [PATH:ko00500]	K00703	glgA; starch synthase	2.4.1.21	1
17758	Cellular Processes	Cellular community - prokaryotes	Biofilm formation - Escherichia coli [PATH:ko02026]	K00703	glgA; starch synthase	2.4.1.21	1
36190	Brite Hierarchies	Protein families: metabolism	Glycosyltransferases [BR:ko01003]	K00703	glgA; starch synthase	2.4.1.21	1
3553	Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:ko00280]	K01968	E6.4.1.4A; 3-methylcrotonyl-CoA carboxylase alpha subunit	6.4.1.4	2
10647	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K07673	narX; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarX	2.7.13.3	20
34612	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K07673	narX; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarX	2.7.13.3	20
48079	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07673	narX; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarX	2.7.13.3	20
3475	Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K05396	dcyD; D-cysteine desulfhydrase	4.4.1.15	1
10731	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K08475	pgtB; two-component system, NtrC family, phosphoglycerate transport system sensor histidine kinase PgtB	2.7.13.3	5
34654	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K08475	pgtB; two-component system, NtrC family, phosphoglycerate transport system sensor histidine kinase PgtB	2.7.13.3	5
48160	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K08475	pgtB; two-component system, NtrC family, phosphoglycerate transport system sensor histidine kinase PgtB	2.7.13.3	5
3122	Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K09903	pyrH; uridylate kinase	2.7.4.22	1
287	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions [PATH:ko00040]	K00012	UGDH, ugd; UDPglucose 6-dehydrogenase	1.1.1.22	1
529	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism [PATH:ko00053]	K00012	UGDH, ugd; UDPglucose 6-dehydrogenase	1.1.1.22	1
802	Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	K00012	UGDH, ugd; UDPglucose 6-dehydrogenase	1.1.1.22	1
4927	Metabolism	Glycan biosynthesis and metabolism	O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K00012	UGDH, ugd; UDPglucose 6-dehydrogenase	1.1.1.22	1
2107	Metabolism	Energy metabolism	Nitrogen metabolism [PATH:ko00910]	K01948	CPS1; carbamoyl-phosphate synthase (ammonia)	6.3.4.16	1
3272	Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K01948	CPS1; carbamoyl-phosphate synthase (ammonia)	6.3.4.16	1
3749	Metabolism	Amino acid metabolism	Arginine biosynthesis [PATH:ko00220]	K01948	CPS1; carbamoyl-phosphate synthase (ammonia)	6.3.4.16	1
35192	Brite Hierarchies	Protein families: metabolism	Peptidases and inhibitors [BR:ko01002]	K01948	CPS1; carbamoyl-phosphate synthase (ammonia)	6.3.4.16	1
76	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K00129	ALDH3; aldehyde dehydrogenase (NAD(P)+)	1.2.1.5	1
3929	Metabolism	Amino acid metabolism	Histidine metabolism [PATH:ko00340]	K00129	ALDH3; aldehyde dehydrogenase (NAD(P)+)	1.2.1.5	1
3980	Metabolism	Amino acid metabolism	Tyrosine metabolism [PATH:ko00350]	K00129	ALDH3; aldehyde dehydrogenase (NAD(P)+)	1.2.1.5	1
4030	Metabolism	Amino acid metabolism	Phenylalanine metabolism [PATH:ko00360]	K00129	ALDH3; aldehyde dehydrogenase (NAD(P)+)	1.2.1.5	1
4270	Metabolism	Metabolism of other amino acids	beta-Alanine metabolism [PATH:ko00410]	K00129	ALDH3; aldehyde dehydrogenase (NAD(P)+)	1.2.1.5	1
8052	Metabolism	Xenobiotics biodegradation and metabolism	Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980]	K00129	ALDH3; aldehyde dehydrogenase (NAD(P)+)	1.2.1.5	1
8076	Metabolism	Xenobiotics biodegradation and metabolism	Drug metabolism - cytochrome P450 [PATH:ko00982]	K00129	ALDH3; aldehyde dehydrogenase (NAD(P)+)	1.2.1.5	1
14123	Environmental Information Processing	Signal transduction	Plant hormone signal transduction [PATH:ko04075]	K14489	AHK2_3_4; arabidopsis histidine kinase 2/3/4 (cytokinin receptor)	2.7.13.3	7
10592	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K02491	kinA; two-component system, sporulation sensor kinase A	2.7.13.3	6
34630	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K02491	kinA; two-component system, sporulation sensor kinase A	2.7.13.3	6
48115	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K02491	kinA; two-component system, sporulation sensor kinase A	2.7.13.3	6
3131	Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K01937	pyrG, CTPS; CTP synthase	6.3.4.2	1
3509	Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:ko00280]	K00253	IVD, ivd; isovaleryl-CoA dehydrogenase	1.3.8.4	2
7543	Metabolism	Xenobiotics biodegradation and metabolism	Aminobenzoate degradation [PATH:ko00627]	K01576	mdlC; benzoylformate decarboxylase	4.1.1.7	1
10679	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K07680	comP; two-component system, NarL family, sensor histidine kinase ComP	2.7.13.3	5
17468	Cellular Processes	Cellular community - prokaryotes	Quorum sensing [PATH:ko02024]	K07680	comP; two-component system, NarL family, sensor histidine kinase ComP	2.7.13.3	5
34619	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K07680	comP; two-component system, NarL family, sensor histidine kinase ComP	2.7.13.3	5
48092	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07680	comP; two-component system, NarL family, sensor histidine kinase ComP	2.7.13.3	5
3596	Metabolism	Amino acid metabolism	Lysine biosynthesis [PATH:ko00300]	K10206	E2.6.1.83; LL-diaminopimelate aminotransferase	2.6.1.83	3
37069	Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K10206	E2.6.1.83; LL-diaminopimelate aminotransferase	2.6.1.83	3
46137	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K09820	ABC.MN.A; manganese/iron transport system ATP-binding protein		2
884	Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00625	E2.3.1.8, pta; phosphate acetyltransferase	2.3.1.8	6
1080	Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K00625	E2.3.1.8, pta; phosphate acetyltransferase	2.3.1.8	6
1852	Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes [PATH:ko00720]	K00625	E2.3.1.8, pta; phosphate acetyltransferase	2.3.1.8	6
1999	Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K00625	E2.3.1.8, pta; phosphate acetyltransferase	2.3.1.8	6
4311	Metabolism	Metabolism of other amino acids	Taurine and hypotaurine metabolism [PATH:ko00430]	K00625	E2.3.1.8, pta; phosphate acetyltransferase	2.3.1.8	6
10504	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K07655	prrB; two-component system, OmpR family, sensor histidine kinase PrrB	2.7.13.3	1
34589	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K07655	prrB; two-component system, OmpR family, sensor histidine kinase PrrB	2.7.13.3	1
48031	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07655	prrB; two-component system, OmpR family, sensor histidine kinase PrrB	2.7.13.3	1
17441	Cellular Processes	Cellular community - prokaryotes	Quorum sensing [PATH:ko02024]	K02035	ABC.PE.S; peptide/nickel transport system substrate-binding protein		2
46067	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K02035	ABC.PE.S; peptide/nickel transport system substrate-binding protein		2
3357	Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K01754	E4.3.1.19, ilvA, tdcB; threonine dehydratase	4.3.1.19	2
3564	Metabolism	Amino acid metabolism	Valine, leucine and isoleucine biosynthesis [PATH:ko00290]	K01754	E4.3.1.19, ilvA, tdcB; threonine dehydratase	4.3.1.19	2
15433	Cellular Processes	Transport and catabolism	Peroxisome [PATH:ko04146]	K13237	DECR2, SPS19; 2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], peroxisomal	1.3.1.124	1
4157	Metabolism	Amino acid metabolism	Tryptophan metabolism [PATH:ko00380]	K04103	ipdC; indolepyruvate decarboxylase	4.1.1.74	3
914	Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K03778	ldhA; D-lactate dehydrogenase	1.1.1.28	1
10593	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K07697	kinB; two-component system, sporulation sensor kinase B	2.7.13.3	2
34631	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K07697	kinB; two-component system, sporulation sensor kinase B	2.7.13.3	2
48116	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07697	kinB; two-component system, sporulation sensor kinase B	2.7.13.3	2
1990	Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K03388	hdrA2; heterodisulfide reductase subunit A2	1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6	2
44722	Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K00567	ogt, MGMT; methylated-DNA-[protein]-cysteine S-methyltransferase	2.1.1.63	1
10074	Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K13896	yejF; microcin C transport system ATP-binding protein		1
46075	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K13896	yejF; microcin C transport system ATP-binding protein		1
10143	Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K09693	tagH; teichoic acid transport system ATP-binding protein	7.5.2.4	1
46177	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K09693	tagH; teichoic acid transport system ATP-binding protein	7.5.2.4	1
3539	Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:ko00280]	K00020	HIBADH, mmsB; 3-hydroxyisobutyrate dehydrogenase	1.1.1.31	1
10816	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K13040	ttrS; two-component system, LuxR family, sensor histidine kinase TtrS	2.7.13.3	3
34672	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K13040	ttrS; two-component system, LuxR family, sensor histidine kinase TtrS	2.7.13.3	3
48205	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K13040	ttrS; two-component system, LuxR family, sensor histidine kinase TtrS	2.7.13.3	3
3727	Metabolism	Amino acid metabolism	Arginine biosynthesis [PATH:ko00220]	K01941	E6.3.4.6; urea carboxylase	6.3.4.6	7
7867	Metabolism	Xenobiotics biodegradation and metabolism	Atrazine degradation [PATH:ko00791]	K01941	E6.3.4.6; urea carboxylase	6.3.4.6	7
5093	Metabolism	Glycan biosynthesis and metabolism	Lipoarabinomannan (LAM) biosynthesis [PATH:ko00571]	K13668	pimB; phosphatidyl-myo-inositol dimannoside synthase	2.4.1.346	1
36038	Brite Hierarchies	Protein families: metabolism	Glycosyltransferases [BR:ko01003]	K13668	pimB; phosphatidyl-myo-inositol dimannoside synthase	2.4.1.346	1
3426	Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K08969	mtnE, mtnV; L-glutamine---4-(methylsulfanyl)-2-oxobutanoate aminotransferase	2.6.1.117	1
37066	Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K08969	mtnE, mtnV; L-glutamine---4-(methylsulfanyl)-2-oxobutanoate aminotransferase	2.6.1.117	1
994	Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K01966	PCCB, pccB; propionyl-CoA carboxylase beta chain	6.4.1.3 2.1.3.15	5
1133	Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K01966	PCCB, pccB; propionyl-CoA carboxylase beta chain	6.4.1.3 2.1.3.15	5
3526	Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:ko00280]	K01966	PCCB, pccB; propionyl-CoA carboxylase beta chain	6.4.1.3 2.1.3.15	5
142	Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K00246	frdC; fumarate reductase subunit C		7
956	Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00246	frdC; fumarate reductase subunit C		7
1236	Metabolism	Carbohydrate metabolism	Butanoate metabolism [PATH:ko00650]	K00246	frdC; fumarate reductase subunit C		7
1477	Metabolism	Energy metabolism	Oxidative phosphorylation [PATH:ko00190]	K00246	frdC; fumarate reductase subunit C		7
1772	Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes [PATH:ko00720]	K00246	frdC; fumarate reductase subunit C		7
10660	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K00246	frdC; fumarate reductase subunit C		7
1992	Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K03390	hdrC2; heterodisulfide reductase subunit C2	1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6	3
10663	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K07675	uhpB; two-component system, NarL family, sensor histidine kinase UhpB	2.7.13.3	26
34614	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K07675	uhpB; two-component system, NarL family, sensor histidine kinase UhpB	2.7.13.3	26
48083	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07675	uhpB; two-component system, NarL family, sensor histidine kinase UhpB	2.7.13.3	26
1096	Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K00232	E1.3.3.6, ACOX1, ACOX3; acyl-CoA oxidase	1.3.3.6	1
2305	Metabolism	Lipid metabolism	Fatty acid degradation [PATH:ko00071]	K00232	E1.3.3.6, ACOX1, ACOX3; acyl-CoA oxidase	1.3.3.6	1
2849	Metabolism	Lipid metabolism	alpha-Linolenic acid metabolism [PATH:ko00592]	K00232	E1.3.3.6, ACOX1, ACOX3; acyl-CoA oxidase	1.3.3.6	1
2881	Metabolism	Lipid metabolism	Biosynthesis of unsaturated fatty acids [PATH:ko01040]	K00232	E1.3.3.6, ACOX1, ACOX3; acyl-CoA oxidase	1.3.3.6	1
4291	Metabolism	Metabolism of other amino acids	beta-Alanine metabolism [PATH:ko00410]	K00232	E1.3.3.6, ACOX1, ACOX3; acyl-CoA oxidase	1.3.3.6	1
13492	Environmental Information Processing	Signal transduction	cAMP signaling pathway [PATH:ko04024]	K00232	E1.3.3.6, ACOX1, ACOX3; acyl-CoA oxidase	1.3.3.6	1
15426	Cellular Processes	Transport and catabolism	Peroxisome [PATH:ko04146]	K00232	E1.3.3.6, ACOX1, ACOX3; acyl-CoA oxidase	1.3.3.6	1
20086	Organismal Systems	Endocrine system	PPAR signaling pathway [PATH:ko03320]	K00232	E1.3.3.6, ACOX1, ACOX3; acyl-CoA oxidase	1.3.3.6	1
